member_id,member_name,member_begin_date,congress,chamber,committee_id,subcommittee_id
E000285,Michael B. Enzi,2019-01-31,116,senate,SSFI,SSFI11
C000141,Benjamin L. Cardin,2019-01-31,116,senate,SSFI,SSFI11
C001056,John Cornyn,2019-01-31,116,senate,SSFI,SSFI11
B001267,Michael Bennet,2019-01-31,116,senate,SSFI,SSFI11
B001135,Richard M. Burr,2019-01-31,116,senate,SSFI,SSFI11
W000802,Sheldon Whitehouse,2019-01-31,116,senate,SSFI,SSFI11
W000779,Ron Wyden,2019-01-31,116,senate,SSFI,SSFI11
P000449,Rob Portman,2019-01-31,116,senate,SSFI,SSFI11
T000461,Patrick J. Toomey,2019-01-31,116,senate,SSFI,SSFI11
G000359,Lindsey Graham,,116,senate,SSFR,SSFR09
K000384,Tim Kaine,,116,senate,SSFR,SSFR09
C001088,Christopher A. Coons,,116,senate,SSFR,SSFR09
P000449,Rob Portman,,116,senate,SSFR,SSFR09
B001288,Cory Booker,,116,senate,SSFR,SSFR09
J000293,Ron Johnson,,116,senate,SSFR,SSFR09
C001098,Ted Cruz,,116,senate,SSFR,SSFR09
J000293,Ron Johnson,,116,senate,SSFR,SSFR01
S001181,Jeanne Shaheen,,116,senate,SSFR,SSFR01
B001261,John Barrasso,,116,senate,SSFR,SSFR01
P000449,Rob Portman,,116,senate,SSFR,SSFR01
C000141,Benjamin L. Cardin,,116,senate,SSFR,SSFR01
P000603,Rand Paul,,116,senate,SSFR,SSFR01
C001088,Christopher A. Coons,,116,senate,SSFR,SSFR01
C001088,Christopher A. Coons,,116,senate,SSFR,SSFR02
J000293,Ron Johnson,,116,senate,SSFR,SSFR02
U000039,Tom Udall,,116,senate,SSFR,SSFR02
C001098,Ted Cruz,,116,senate,SSFR,SSFR07
C000141,Benjamin L. Cardin,,116,senate,SSFR,SSFR07
G000359,Lindsey Graham,,116,senate,SSFR,SSFR07
S001181,Jeanne Shaheen,,116,senate,SSFR,SSFR07
K000384,Tim Kaine,,116,senate,SSFR,SSFR07
P000603,Rand Paul,,116,senate,SSFR,SSFR07
C000141,Benjamin L. Cardin,,116,senate,SSFR,SSFR06
P000449,Rob Portman,,116,senate,SSFR,SSFR06
U000039,Tom Udall,,116,senate,SSFR,SSFR06
C001098,Ted Cruz,,116,senate,SSFR,SSFR06
S001181,Jeanne Shaheen,,116,senate,SSFR,SSFR06
K000384,Tim Kaine,,116,senate,SSFR,SSFR06
B001261,John Barrasso,,116,senate,SSFR,SSFR06
B001288,Cory Booker,,116,senate,SSFR,SSFR14
P000603,Rand Paul,,116,senate,SSFR,SSFR14
P000449,Rob Portman,,116,senate,SSFR,SSFR14
U000039,Tom Udall,,116,senate,SSFR,SSFR14
U000039,Tom Udall,,116,senate,SSFR,SSFR15
P000603,Rand Paul,,116,senate,SSFR,SSFR15
B001261,John Barrasso,,116,senate,SSFR,SSFR15
B001288,Cory Booker,,116,senate,SSFR,SSFR15
G000359,Lindsey Graham,,116,senate,SSFR,SSFR15
P000603,Rand Paul,,116,senate,SSHR,SSHR09
B001135,Richard M. Burr,,116,senate,SSHR,SSHR09
C001075,Bill Cassidy,,116,senate,SSHR,SSHR09
K000384,Tim Kaine,,116,senate,SSHR,SSHR09
R000307,Pat Roberts,,116,senate,SSHR,SSHR09
S001203,Tina Smith,,116,senate,SSHR,SSHR09
M001111,Patty Murray,,116,senate,SSHR,SSHR09
A000360,Lamar Alexander,,116,senate,SSHR,SSHR09
P000603,Rand Paul,,116,senate,SSHR,SSHR11
W000817,Elizabeth Warren,,116,senate,SSHR,SSHR11
S001203,Tina Smith,,116,senate,SSHR,SSHR11
B001135,Richard M. Burr,,116,senate,SSHR,SSHR11
R000608,Jacky Rosen,,116,senate,SSHR,SSHR11
C001075,Bill Cassidy,,116,senate,SSHR,SSHR11
M001111,Patty Murray,,116,senate,SSHR,SSHR11
A000360,Lamar Alexander,,116,senate,SSHR,SSHR11
E000285,Michael B. Enzi,,116,senate,SSHR,SSHR12
B001135,Richard M. Burr,,116,senate,SSHR,SSHR12
C001035,Susan Collins,,116,senate,SSHR,SSHR12
C001075,Bill Cassidy,,116,senate,SSHR,SSHR12
W000817,Elizabeth Warren,,116,senate,SSHR,SSHR12
R000307,Pat Roberts,,116,senate,SSHR,SSHR12
K000384,Tim Kaine,,116,senate,SSHR,SSHR12
R000608,Jacky Rosen,,116,senate,SSHR,SSHR12
M001111,Patty Murray,,116,senate,SSHR,SSHR12
A000360,Lamar Alexander,,116,senate,SSHR,SSHR12
P000449,Rob Portman,2019-01-31,116,senate,SSGA,SSGA01
C000174,Thomas R. Carper,2019-01-31,116,senate,SSGA,SSGA01
P000603,Rand Paul,2019-01-31,116,senate,SSGA,SSGA01
R000608,Jacky Rosen,2019-01-31,116,senate,SSGA,SSGA01
J000293,Ron Johnson,2019-01-31,116,senate,SSGA,SSGA01
P000449,Rob Portman,2019-01-31,116,senate,SSGA,SSGA19
C000174,Thomas R. Carper,2019-01-31,116,senate,SSGA,SSGA19
R000608,Jacky Rosen,2019-01-31,116,senate,SSGA,SSGA19
S001217,Rick Scott,2019-01-31,116,senate,SSGA,SSGA19
E000285,Michael B. Enzi,2019-01-31,116,senate,SSGA,SSGA19
J000293,Ron Johnson,2019-01-31,116,senate,SSGA,SSGA19
P000603,Rand Paul,2019-01-31,116,senate,SSGA,SSGA18
S001217,Rick Scott,2019-01-31,116,senate,SSGA,SSGA18
E000285,Michael B. Enzi,2019-01-31,116,senate,SSGA,SSGA18
J000293,Ron Johnson,2019-01-31,116,senate,SSGA,SSGA18
B001277,Richard Blumenthal,,116,senate,SSJU,SSJU01
C000880,Michael D. Crapo,,116,senate,SSJU,SSJU01
B001288,Cory Booker,,116,senate,SSJU,SSJU01
C001056,John Cornyn,,116,senate,SSJU,SSJU04
G000359,Lindsey Graham,,116,senate,SSJU,SSJU04
F000062,Dianne Feinstein,,116,senate,SSJU,SSJU04
C001098,Ted Cruz,,116,senate,SSJU,SSJU04
C001088,Christopher A. Coons,,116,senate,SSJU,SSJU04
B001277,Richard Blumenthal,,116,senate,SSJU,SSJU04
T000476,Thom Tillis,,116,senate,SSJU,SSJU04
B001288,Cory Booker,,116,senate,SSJU,SSJU04
K000393,John Kennedy,,116,senate,SSJU,SSJU04
W000802,Sheldon Whitehouse,,116,senate,SSJU,SSJU22
G000359,Lindsey Graham,,116,senate,SSJU,SSJU22
F000062,Dianne Feinstein,,116,senate,SSJU,SSJU22
C001056,John Cornyn,,116,senate,SSJU,SSJU22
C001098,Ted Cruz,,116,senate,SSJU,SSJU22
T000476,Thom Tillis,,116,senate,SSJU,SSJU22
C001088,Christopher A. Coons,,116,senate,SSJU,SSJU22
B001288,Cory Booker,,116,senate,SSJU,SSJU22
K000393,John Kennedy,,116,senate,SSJU,SSJU22
C001098,Ted Cruz,,116,senate,SSJU,SSJU21
C001056,John Cornyn,,116,senate,SSJU,SSJU21
W000802,Sheldon Whitehouse,,116,senate,SSJU,SSJU21
C001088,Christopher A. Coons,,116,senate,SSJU,SSJU21
C000880,Michael D. Crapo,,116,senate,SSJU,SSJU21
B001277,Richard Blumenthal,,116,senate,SSJU,SSJU25
T000476,Thom Tillis,,116,senate,SSJU,SSJU25
W000802,Sheldon Whitehouse,,116,senate,SSJU,SSJU25
C000880,Michael D. Crapo,,116,senate,SSJU,SSJU25
K000393,John Kennedy,,116,senate,SSJU,SSJU25
T000476,Thom Tillis,,116,senate,SSJU,SSJU26
C001088,Christopher A. Coons,,116,senate,SSJU,SSJU26
G000359,Lindsey Graham,,116,senate,SSJU,SSJU26
C001056,John Cornyn,,116,senate,SSJU,SSJU26
W000802,Sheldon Whitehouse,,116,senate,SSJU,SSJU26
B001277,Richard Blumenthal,,116,senate,SSJU,SSJU26
C000880,Michael D. Crapo,,116,senate,SSJU,SSJU26
B000575,Roy Blunt,,117,senate,SSAP,SSAP18
M001111,Patty Murray,,117,senate,SSAP,SSAP18
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP18
G000359,Lindsey Graham,,117,senate,SSAP,SSAP18
R000122,Jack Reed,,117,senate,SSAP,SSAP18
M000934,Jerry Moran,,117,senate,SSAP,SSAP18
S001181,Jeanne Shaheen,,117,senate,SSAP,SSAP18
C001047,Shelley Moore Capito,,117,senate,SSAP,SSAP18
K000393,John Kennedy,,117,senate,SSAP,SSAP18
M001183,Joe Manchin III,,117,senate,SSAP,SSAP18
S001181,Jeanne Shaheen,,117,senate,SSAP,SSAP16
M000934,Jerry Moran,,117,senate,SSAP,SSAP16
F000062,Dianne Feinstein,,117,senate,SSAP,SSAP16
C001035,Susan Collins,,117,senate,SSAP,SSAP16
R000122,Jack Reed,,117,senate,SSAP,SSAP16
G000359,Lindsey Graham,,117,senate,SSAP,SSAP16
C001088,Christopher A. Coons,,117,senate,SSAP,SSAP16
B001236,John Boozman,,117,senate,SSAP,SSAP16
C001047,Shelley Moore Capito,,117,senate,SSAP,SSAP16
M001183,Joe Manchin III,,117,senate,SSAP,SSAP16
K000393,John Kennedy,,117,senate,SSAP,SSAP16
V000128,Chris Van Hollen,,117,senate,SSAP,SSAP16
H000601,Bill Hagerty,,117,senate,SSAP,SSAP16
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP16
F000062,Dianne Feinstein,,117,senate,SSAP,SSAP22
K000393,John Kennedy,,117,senate,SSAP,SSAP22
M001111,Patty Murray,,117,senate,SSAP,SSAP22
M000355,Mitch McConnell,,117,senate,SSAP,SSAP22
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP22
C001035,Susan Collins,,117,senate,SSAP,SSAP22
S001181,Jeanne Shaheen,,117,senate,SSAP,SSAP22
G000359,Lindsey Graham,,117,senate,SSAP,SSAP22
C001088,Christopher A. Coons,,117,senate,SSAP,SSAP22
H001061,John Hoeven,,117,senate,SSAP,SSAP22
H000601,Bill Hagerty,,117,senate,SSAP,SSAP22
C001088,Christopher A. Coons,,117,senate,SSAP,SSAP20
G000359,Lindsey Graham,,117,senate,SSAP,SSAP20
M000355,Mitch McConnell,,117,senate,SSAP,SSAP20
B000575,Roy Blunt,,117,senate,SSAP,SSAP20
S001181,Jeanne Shaheen,,117,senate,SSAP,SSAP20
B001236,John Boozman,,117,senate,SSAP,SSAP20
M000934,Jerry Moran,,117,senate,SSAP,SSAP20
V000128,Chris Van Hollen,,117,senate,SSAP,SSAP20
H000601,Bill Hagerty,,117,senate,SSAP,SSAP20
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP20
C001047,Shelley Moore Capito,,117,senate,SSAP,SSAP14
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP14
S001181,Jeanne Shaheen,,117,senate,SSAP,SSAP14
H001061,John Hoeven,,117,senate,SSAP,SSAP14
M001111,Patty Murray,,117,senate,SSAP,SSAP14
K000393,John Kennedy,,117,senate,SSAP,SSAP14
F000062,Dianne Feinstein,,117,senate,SSAP,SSAP17
B000575,Roy Blunt,,117,senate,SSAP,SSAP17
M000355,Mitch McConnell,,117,senate,SSAP,SSAP17
R000122,Jack Reed,,117,senate,SSAP,SSAP17
C001047,Shelley Moore Capito,,117,senate,SSAP,SSAP17
V000128,Chris Van Hollen,,117,senate,SSAP,SSAP17
H000601,Bill Hagerty,,117,senate,SSAP,SSAP17
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP17
C001035,Susan Collins,,117,senate,SSAP,SSAP24
R000122,Jack Reed,,117,senate,SSAP,SSAP24
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP24
M001111,Patty Murray,,117,senate,SSAP,SSAP24
B000575,Roy Blunt,,117,senate,SSAP,SSAP24
B001236,John Boozman,,117,senate,SSAP,SSAP24
F000062,Dianne Feinstein,,117,senate,SSAP,SSAP24
C001047,Shelley Moore Capito,,117,senate,SSAP,SSAP24
C001088,Christopher A. Coons,,117,senate,SSAP,SSAP24
G000359,Lindsey Graham,,117,senate,SSAP,SSAP24
H001061,John Hoeven,,117,senate,SSAP,SSAP24
M001183,Joe Manchin III,,117,senate,SSAP,SSAP24
K000393,John Kennedy,,117,senate,SSAP,SSAP24
V000128,Chris Van Hollen,,117,senate,SSAP,SSAP24
R000122,Jack Reed,,117,senate,SSAP,SSAP08
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP08
H001061,John Hoeven,,117,senate,SSAP,SSAP01
M000355,Mitch McConnell,,117,senate,SSAP,SSAP01
F000062,Dianne Feinstein,,117,senate,SSAP,SSAP01
C001035,Susan Collins,,117,senate,SSAP,SSAP01
B000575,Roy Blunt,,117,senate,SSAP,SSAP01
M000934,Jerry Moran,,117,senate,SSAP,SSAP01
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP01
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP02
M000355,Mitch McConnell,,117,senate,SSAP,SSAP02
C001035,Susan Collins,,117,senate,SSAP,SSAP02
F000062,Dianne Feinstein,,117,senate,SSAP,SSAP02
M001111,Patty Murray,,117,senate,SSAP,SSAP02
G000359,Lindsey Graham,,117,senate,SSAP,SSAP02
R000122,Jack Reed,,117,senate,SSAP,SSAP02
B000575,Roy Blunt,,117,senate,SSAP,SSAP02
M000934,Jerry Moran,,117,senate,SSAP,SSAP02
H001061,John Hoeven,,117,senate,SSAP,SSAP02
S001181,Jeanne Shaheen,,117,senate,SSAP,SSAP02
B001236,John Boozman,,117,senate,SSAP,SSAP02
B001236,John Boozman,,117,senate,SSAP,SSAP19
M000355,Mitch McConnell,,117,senate,SSAP,SSAP19
M001111,Patty Murray,,117,senate,SSAP,SSAP19
H001061,John Hoeven,,117,senate,SSAP,SSAP19
R000122,Jack Reed,,117,senate,SSAP,SSAP19
C001035,Susan Collins,,117,senate,SSAP,SSAP19
C001047,Shelley Moore Capito,,117,senate,SSAP,SSAP19
C001088,Christopher A. Coons,,117,senate,SSAP,SSAP19
M001183,Joe Manchin III,,117,senate,SSAP,SSAP19
H000601,Bill Hagerty,,117,senate,SSAP,SSAP19
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP19
V000128,Chris Van Hollen,,117,senate,SSAP,SSAP23
C001088,Christopher A. Coons,,117,senate,SSAP,SSAP23
M000934,Jerry Moran,,117,senate,SSAP,SSAP23
B001236,John Boozman,,117,senate,SSAP,SSAP23
M001183,Joe Manchin III,,117,senate,SSAP,SSAP23
K000393,John Kennedy,,117,senate,SSAP,SSAP23
S000320,Richard C. Shelby,,117,senate,SSAP,SSAP23
J000293,Ron Johnson,,117,senate,SSGA,SSGA01
C000174,Thomas R. Carper,,117,senate,SSGA,SSGA01
P000603,Rand Paul,,117,senate,SSGA,SSGA01
S001217,Rick Scott,,117,senate,SSGA,SSGA01
P000595,Gary Peters,,117,senate,SSGA,SSGA01
P000449,Rob Portman,,117,senate,SSGA,SSGA01
P000603,Rand Paul,,117,senate,SSGA,SSGA20
R000608,Jacky Rosen,,117,senate,SSGA,SSGA20
S001217,Rick Scott,,117,senate,SSGA,SSGA20
P000595,Gary Peters,,117,senate,SSGA,SSGA20
P000449,Rob Portman,,117,senate,SSGA,SSGA20
C000174,Thomas R. Carper,,117,senate,SSGA,SSGA22
J000293,Ron Johnson,,117,senate,SSGA,SSGA22
P000595,Gary Peters,,117,senate,SSGA,SSGA22
P000449,Rob Portman,,117,senate,SSGA,SSGA22
S001203,Tina Smith,,118,senate,SSAF,SSAF13
M000355,Mitch McConnell,,118,senate,SSAF,SSAF13
B001288,Cory Booker,,118,senate,SSAF,SSAF13
T000278,Tommy Tuberville,,118,senate,SSAF,SSAF13
B001236,John Boozman,,118,senate,SSAF,SSAF13
B001267,Michael Bennet,,118,senate,SSAF,SSAF14
M001198,Roger Marshall,,118,senate,SSAF,SSAF14
M000355,Mitch McConnell,,118,senate,SSAF,SSAF14
S001203,Tina Smith,,118,senate,SSAF,SSAF14
H001061,John Hoeven,,118,senate,SSAF,SSAF14
T000250,John Thune,,118,senate,SSAF,SSAF14
B001236,John Boozman,,118,senate,SSAF,SSAF14
T000278,Tommy Tuberville,,118,senate,SSAF,SSAF15
B001267,Michael Bennet,,118,senate,SSAF,SSAF15
S001203,Tina Smith,,118,senate,SSAF,SSAF15
F000463,Deb Fischer,,118,senate,SSAF,SSAF15
B001236,John Boozman,,118,senate,SSAF,SSAF15
H001061,John Hoeven,,118,senate,SSAF,SSAF17
M001198,Roger Marshall,,118,senate,SSAF,SSAF17
B001288,Cory Booker,,118,senate,SSAF,SSAF17
T000250,John Thune,,118,senate,SSAF,SSAF17
F000463,Deb Fischer,,118,senate,SSAF,SSAF17
B001236,John Boozman,,118,senate,SSAF,SSAF17
M000355,Mitch McConnell,,118,senate,SSAF,SSAF16
M001198,Roger Marshall,,118,senate,SSAF,SSAF16
B001288,Cory Booker,,118,senate,SSAF,SSAF16
T000278,Tommy Tuberville,,118,senate,SSAF,SSAF16
B001236,John Boozman,,118,senate,SSAF,SSAF16
C001047,Shelley Moore Capito,,118,senate,SSAP,SSAP18
M001111,Patty Murray,,118,senate,SSAP,SSAP18
G000359,Lindsey Graham,,118,senate,SSAP,SSAP18
M000934,Jerry Moran,,118,senate,SSAP,SSAP18
R000122,Jack Reed,,118,senate,SSAP,SSAP18
K000393,John Kennedy,,118,senate,SSAP,SSAP18
S001181,Jeanne Shaheen,,118,senate,SSAP,SSAP18
B001236,John Boozman,,118,senate,SSAP,SSAP18
M001183,Joe Manchin III,,118,senate,SSAP,SSAP18
C001035,Susan Collins,,118,senate,SSAP,SSAP18
S001181,Jeanne Shaheen,,118,senate,SSAP,SSAP16
M000934,Jerry Moran,,118,senate,SSAP,SSAP16
R000122,Jack Reed,,118,senate,SSAP,SSAP16
C001035,Susan Collins,,118,senate,SSAP,SSAP16
C001088,Christopher A. Coons,,118,senate,SSAP,SSAP16
C001047,Shelley Moore Capito,,118,senate,SSAP,SSAP16
K000393,John Kennedy,,118,senate,SSAP,SSAP16
M001183,Joe Manchin III,,118,senate,SSAP,SSAP16
H000601,Bill Hagerty,,118,senate,SSAP,SSAP16
V000128,Chris Van Hollen,,118,senate,SSAP,SSAP16
F000463,Deb Fischer,,118,senate,SSAP,SSAP16
P000595,Gary Peters,,118,senate,SSAP,SSAP16
M001111,Patty Murray,,118,senate,SSAP,SSAP16
K000393,John Kennedy,,118,senate,SSAP,SSAP22
M001111,Patty Murray,,118,senate,SSAP,SSAP22
M000355,Mitch McConnell,,118,senate,SSAP,SSAP22
G000359,Lindsey Graham,,118,senate,SSAP,SSAP22
S001181,Jeanne Shaheen,,118,senate,SSAP,SSAP22
H001061,John Hoeven,,118,senate,SSAP,SSAP22
C001088,Christopher A. Coons,,118,senate,SSAP,SSAP22
H000601,Bill Hagerty,,118,senate,SSAP,SSAP22
C001035,Susan Collins,,118,senate,SSAP,SSAP22
C001088,Christopher A. Coons,,118,senate,SSAP,SSAP20
G000359,Lindsey Graham,,118,senate,SSAP,SSAP20
M000355,Mitch McConnell,,118,senate,SSAP,SSAP20
S001181,Jeanne Shaheen,,118,senate,SSAP,SSAP20
B001236,John Boozman,,118,senate,SSAP,SSAP20
M000934,Jerry Moran,,118,senate,SSAP,SSAP20
V000128,Chris Van Hollen,,118,senate,SSAP,SSAP20
H000601,Bill Hagerty,,118,senate,SSAP,SSAP20
C001035,Susan Collins,,118,senate,SSAP,SSAP20
M001111,Patty Murray,,118,senate,SSAP,SSAP20
M001111,Patty Murray,,118,senate,SSAP,SSAP14
C001047,Shelley Moore Capito,,118,senate,SSAP,SSAP14
S001181,Jeanne Shaheen,,118,senate,SSAP,SSAP14
K000393,John Kennedy,,118,senate,SSAP,SSAP14
P000595,Gary Peters,,118,senate,SSAP,SSAP14
C001035,Susan Collins,,118,senate,SSAP,SSAP14
M000355,Mitch McConnell,,118,senate,SSAP,SSAP17
R000122,Jack Reed,,118,senate,SSAP,SSAP17
C001047,Shelley Moore Capito,,118,senate,SSAP,SSAP17
H001061,John Hoeven,,118,senate,SSAP,SSAP17
V000128,Chris Van Hollen,,118,senate,SSAP,SSAP17
F000463,Deb Fischer,,118,senate,SSAP,SSAP17
P000595,Gary Peters,,118,senate,SSAP,SSAP17
C001035,Susan Collins,,118,senate,SSAP,SSAP17
M001111,Patty Murray,,118,senate,SSAP,SSAP17
M001111,Patty Murray,,118,senate,SSAP,SSAP24
C001035,Susan Collins,,118,senate,SSAP,SSAP24
B001236,John Boozman,,118,senate,SSAP,SSAP24
C001047,Shelley Moore Capito,,118,senate,SSAP,SSAP24
R000122,Jack Reed,,118,senate,SSAP,SSAP24
G000359,Lindsey Graham,,118,senate,SSAP,SSAP24
C001088,Christopher A. Coons,,118,senate,SSAP,SSAP24
H001061,John Hoeven,,118,senate,SSAP,SSAP24
K000393,John Kennedy,,118,senate,SSAP,SSAP24
M001183,Joe Manchin III,,118,senate,SSAP,SSAP24
M000934,Jerry Moran,,118,senate,SSAP,SSAP24
V000128,Chris Van Hollen,,118,senate,SSAP,SSAP24
R000122,Jack Reed,,118,senate,SSAP,SSAP08
F000463,Deb Fischer,,118,senate,SSAP,SSAP08
V000128,Chris Van Hollen,,118,senate,SSAP,SSAP08
C001035,Susan Collins,,118,senate,SSAP,SSAP08
M001111,Patty Murray,,118,senate,SSAP,SSAP08
H001061,John Hoeven,,118,senate,SSAP,SSAP01
M000355,Mitch McConnell,,118,senate,SSAP,SSAP01
C001035,Susan Collins,,118,senate,SSAP,SSAP01
M000934,Jerry Moran,,118,senate,SSAP,SSAP01
M001183,Joe Manchin III,,118,senate,SSAP,SSAP01
F000463,Deb Fischer,,118,senate,SSAP,SSAP01
P000595,Gary Peters,,118,senate,SSAP,SSAP01
M001111,Patty Murray,,118,senate,SSAP,SSAP01
C001035,Susan Collins,,118,senate,SSAP,SSAP02
M000355,Mitch McConnell,,118,senate,SSAP,SSAP02
M001111,Patty Murray,,118,senate,SSAP,SSAP02
G000359,Lindsey Graham,,118,senate,SSAP,SSAP02
R000122,Jack Reed,,118,senate,SSAP,SSAP02
M000934,Jerry Moran,,118,senate,SSAP,SSAP02
H001061,John Hoeven,,118,senate,SSAP,SSAP02
B001236,John Boozman,,118,senate,SSAP,SSAP02
S001181,Jeanne Shaheen,,118,senate,SSAP,SSAP02
C001047,Shelley Moore Capito,,118,senate,SSAP,SSAP02
B001236,John Boozman,,118,senate,SSAP,SSAP19
M001111,Patty Murray,,118,senate,SSAP,SSAP19
M000355,Mitch McConnell,,118,senate,SSAP,SSAP19
R000122,Jack Reed,,118,senate,SSAP,SSAP19
H001061,John Hoeven,,118,senate,SSAP,SSAP19
C001035,Susan Collins,,118,senate,SSAP,SSAP19
C001088,Christopher A. Coons,,118,senate,SSAP,SSAP19
H000601,Bill Hagerty,,118,senate,SSAP,SSAP19
M001183,Joe Manchin III,,118,senate,SSAP,SSAP19
F000463,Deb Fischer,,118,senate,SSAP,SSAP19
P000595,Gary Peters,,118,senate,SSAP,SSAP19
V000128,Chris Van Hollen,,118,senate,SSAP,SSAP23
H000601,Bill Hagerty,,118,senate,SSAP,SSAP23
B001236,John Boozman,,118,senate,SSAP,SSAP23
C001088,Christopher A. Coons,,118,senate,SSAP,SSAP23
K000393,John Kennedy,,118,senate,SSAP,SSAP23
M001183,Joe Manchin III,,118,senate,SSAP,SSAP23
C001035,Susan Collins,,118,senate,SSAP,SSAP23
M001111,Patty Murray,,118,senate,SSAP,SSAP23
K000383,Angus King,,118,senate,SSAS,SSAS16
F000463,Deb Fischer,,118,senate,SSAS,SSAS16
W000817,Elizabeth Warren,,118,senate,SSAS,SSAS16
R000605,Mike Rounds,,118,senate,SSAS,SSAS16
M001183,Joe Manchin III,,118,senate,SSAS,SSAS16
R000608,Jacky Rosen,,118,senate,SSAS,SSAS16
T000278,Tommy Tuberville,,118,senate,SSAS,SSAS16
W000437,Roger Wicker,,118,senate,SSAS,SSAS16
R000122,Jack Reed,,118,senate,SSAS,SSAS16
S001181,Jeanne Shaheen,,118,senate,SSAS,SSAS20
W000817,Elizabeth Warren,,118,senate,SSAS,SSAS20
P000595,Gary Peters,,118,senate,SSAS,SSAS20
R000608,Jacky Rosen,,118,senate,SSAS,SSAS20
W000437,Roger Wicker,,118,senate,SSAS,SSAS20
R000122,Jack Reed,,118,senate,SSAS,SSAS20
W000817,Elizabeth Warren,,118,senate,SSAS,SSAS17
S001217,Rick Scott,,118,senate,SSAS,SSAS17
B001277,Richard Blumenthal,,118,senate,SSAS,SSAS17
R000605,Mike Rounds,,118,senate,SSAS,SSAS17
S001198,Dan Sullivan,,118,senate,SSAS,SSAS17
K000384,Tim Kaine,,118,senate,SSAS,SSAS17
D000622,Tammy Duckworth,,118,senate,SSAS,SSAS17
W000437,Roger Wicker,,118,senate,SSAS,SSAS17
R000122,Jack Reed,,118,senate,SSAS,SSAS17
K000384,Tim Kaine,,118,senate,SSAS,SSAS13
S001181,Jeanne Shaheen,,118,senate,SSAS,SSAS13
S001198,Dan Sullivan,,118,senate,SSAS,SSAS13
B001277,Richard Blumenthal,,118,senate,SSAS,SSAS13
S001217,Rick Scott,,118,senate,SSAS,SSAS13
T000278,Tommy Tuberville,,118,senate,SSAS,SSAS13
K000383,Angus King,,118,senate,SSAS,SSAS13
P000595,Gary Peters,,118,senate,SSAS,SSAS13
W000437,Roger Wicker,,118,senate,SSAS,SSAS13
R000122,Jack Reed,,118,senate,SSAS,SSAS13
B001277,Richard Blumenthal,,118,senate,SSAS,SSAS14
F000463,Deb Fischer,,118,senate,SSAS,SSAS14
K000383,Angus King,,118,senate,SSAS,SSAS14
P000595,Gary Peters,,118,senate,SSAS,SSAS14
S001217,Rick Scott,,118,senate,SSAS,SSAS14
M001183,Joe Manchin III,,118,senate,SSAS,SSAS14
D000622,Tammy Duckworth,,118,senate,SSAS,SSAS14
W000437,Roger Wicker,,118,senate,SSAS,SSAS14
R000122,Jack Reed,,118,senate,SSAS,SSAS14
S001198,Dan Sullivan,,118,senate,SSAS,SSAS15
S001181,Jeanne Shaheen,,118,senate,SSAS,SSAS15
F000463,Deb Fischer,,118,senate,SSAS,SSAS15
B001277,Richard Blumenthal,,118,senate,SSAS,SSAS15
K000384,Tim Kaine,,118,senate,SSAS,SSAS15
T000278,Tommy Tuberville,,118,senate,SSAS,SSAS15
D000622,Tammy Duckworth,,118,senate,SSAS,SSAS15
W000437,Roger Wicker,,118,senate,SSAS,SSAS15
R000122,Jack Reed,,118,senate,SSAS,SSAS15
M001183,Joe Manchin III,,118,senate,SSAS,SSAS21
R000605,Mike Rounds,,118,senate,SSAS,SSAS21
P000595,Gary Peters,,118,senate,SSAS,SSAS21
D000622,Tammy Duckworth,,118,senate,SSAS,SSAS21
R000608,Jacky Rosen,,118,senate,SSAS,SSAS21
W000437,Roger Wicker,,118,senate,SSAS,SSAS21
R000122,Jack Reed,,118,senate,SSAS,SSAS21
R000605,Mike Rounds,,118,senate,SSBK,SSBK04
R000122,Jack Reed,,118,senate,SSBK,SSBK04
C000880,Michael D. Crapo,,118,senate,SSBK,SSBK04
T000476,Thom Tillis,,118,senate,SSBK,SSBK04
W000805,Mark Warner,,118,senate,SSBK,SSBK04
K000393,John Kennedy,,118,senate,SSBK,SSBK04
W000817,Elizabeth Warren,,118,senate,SSBK,SSBK04
H000601,Bill Hagerty,,118,senate,SSBK,SSBK04
S001203,Tina Smith,,118,senate,SSBK,SSBK09
L000571,Cynthia M. Lummis,,118,senate,SSBK,SSBK09
R000122,Jack Reed,,118,senate,SSBK,SSBK09
C000880,Michael D. Crapo,,118,senate,SSBK,SSBK09
R000605,Mike Rounds,,118,senate,SSBK,SSBK09
K000393,John Kennedy,,118,senate,SSBK,SSBK09
H000601,Bill Hagerty,,118,senate,SSBK,SSBK09
W000817,Elizabeth Warren,,118,senate,SSBK,SSBK12
K000393,John Kennedy,,118,senate,SSBK,SSBK12
R000122,Jack Reed,,118,senate,SSBK,SSBK12
