related_bill_id,related_bill_title,related_bill_introduction_date,bill_slug,bill_congress
sres267-117,"A resolution designating June 12, 2021, as 'Women Veterans Appreciation Day'.",2021-06-10,sres267,117
s1980-117,"A bill to direct the Secretary of Agriculture to track the distribution of all farm subsidies by race, gender, and size of the farm operation and to make that information about farm subsidies available to the public, and for other purposes.",2021-06-08,s1980,117
s1888-117,"A bill to amend title 5, United States Code, to include certain Federal positions within the definition of law enforcement officer for retirement purposes, and for other purposes.",2021-05-27,s1888,117
s1936-117,"A bill to amend title 38, United States Code, to provide for extensions of the time limitations for use of entitlement under Department of Veterans Affairs educational assistance programs by reason of school closures due to emergency and other situations, and for other purposes.",2021-05-27,s1936,117
s1935-117,"A bill to amend title 38, United States Code, to provide for an extension of the period of eligibility under the Department of Veterans Affairs training and rehabilitation program for veterans with service-connected disabilities by reason of school closures due to emergency and other situations, and for other purposes.",2021-05-27,s1935,117
s1937-117,A bill to require the Secretary of Veterans Affairs to establish a pilot program to furnish doula services to veterans.,2021-05-27,s1937,117
s1938-117,"A bill to extend the authority for the establishment of a commemorative work in honor of Gold Star Families, and for other purposes.",2021-05-27,s1938,117
sres240-117,"A resolution affirming the role of the United States in improving access to quality, inclusive public education and improved learning outcomes for children and adolescents, particularly for girls, in the poorest countries through the Global Partnership for Education.",2021-05-26,sres240,117
s1782-117,"A bill to direct the Secretary of Energy to establish a grant program to facilitate tree planting that reduces residential energy consumption, and for other purposes.",2021-05-20,s1782,117
s1780-117,"A bill to remove college cost as a barrier to every student having access to a well-prepared and diverse educator workforce, and for other purposes.",2021-05-20,s1780,117
s1689-117,"A bill to provide for the overall health and well-being of young people, including the promotion and attainment of lifelong sexual health and healthy relationships, and for other purposes.",2021-05-18,s1689,117
s1660-117,"A bill to expand access to health care services for immigrants by removing legal and policy barriers to health insurance coverage, and for other purposes.",2021-05-17,s1660,117
s1542-117,A bill to amend titles XIX and XXI of the Social Security Act to improve Medicaid and the Children's Health Insurance Program for low-income mothers.,2021-05-10,s1542,117
s1461-117,A bill to establish a program to award grants to entities that provide transportation connectors from critically underserved urban communities and rural communities to green spaces.,2021-04-29,s1461,117
s1460-117,"A bill to amend the Telecommunications Act of 1996 to preserve and protect the ability of State and local governments, public-private partnerships, and cooperatives to provide broadband services.",2021-04-29,s1460,117
s1421-117,"A bill to amend the Richard B. Russell National School Lunch Act to establish the Food and Nutrition Education in Schools Pilot Program, and for other purposes.",2021-04-28,s1421,117
s1305-117,A bill to promote equity in advanced coursework and programs at elementary and secondary schools.,2021-04-22,s1305,117
s1336-117,"A bill to discontinue a Federal program that authorizes State and local law enforcement officers to investigate, apprehend, and detain aliens in accordance with a written agreement with the Director of U.S. Immigration and Customs Enforcement and to clarify that immigration enforcement is solely a function of the Federal Government.",2021-04-22,s1336,117
s1186-117,"A bill to provide standards for facilities at which aliens in the custody of the Department of Homeland Security are detained, and for other purposes.",2021-04-15,s1186,117
s1106-117,"A bill to prohibit the sale of shark fins, and for other purposes.",2021-04-13,s1106,117
sres153-117,"A resolution recognizing the week of April 11 through April 17, 2021, as 'Black Maternal Health Week' to bring national attention to the maternal health crisis in the United States and the importance of reducing maternal mortality and morbidity among Black women and birthing persons.",2021-04-13,sres153,117
s1072-117,"A bill to provide incentives for agricultural producers to carry out climate stewardship practices, to provide for increased reforestation across the United States, to establish the Coastal and Estuary Resilience Grant Program, and for other purposes.",2021-04-12,s1072,117
s992-117,"A bill to amend title IV of the Higher Education Act of 1965 to require institutions of higher education that participate in programs under such title to distribute voter registration forms to students enrolled at the institution, and for other purposes.",2021-03-25,s992,117
s888-117,A bill to prohibit discrimination based on an individual's texture or style of hair.,2021-03-22,s888,117
s791-117,"A bill to amend title 40, United States Code, to direct the Administrator of General Services to incorporate practices and strategies to reduce bird fatalities resulting from collisions with certain public buildings, and for other purposes.",2021-03-17,s791,117
s713-117,"A bill to direct the Secretary of Agriculture to temporarily suspend increased line speeds at meat and poultry establishments, and for other purposes.",2021-03-11,s713,117
s599-117,"A bill to establish the Department of State Student Internship Program as a paid internship program to provide students with the opportunity to learn about a career in diplomacy and foreign affairs, and for other purposes.",2021-03-04,s599,117
sconres6-117,"A concurrent resolution urging the establishment of a United States Commission on Truth, Racial Healing, and Transformation.",2021-02-25,sconres6,117
sres75-117,A resolution celebrating Black History Month.,2021-02-24,sres75,117
s366-117,A bill to remove all statues of individuals who voluntarily served the Confederate States of America from display in the United States Capitol.,2021-02-23,s366,117
s341-117,"A bill to provide justice for incarcerated moms, and for other purposes.",2021-02-22,s341,117
s346-117,"A bill to end preventable maternal mortality and severe maternal morbidity in the United States and close disparities in maternal health outcomes, and for other purposes.",2021-02-22,s346,117
s317-117,"A bill to amend titles XVIII and XIX of the Social Security Act to improve the quality of care for residents of and workers in skilled nursing facilities and nursing facilities during the COVID-19 emergency period, and for other purposes.",2021-02-12,s317,117
s300-117,"A bill to address the history of discrimination against Black farmers and ranchers, to require reforms within the Department of Agriculture to prevent future discrimination, and for other purposes.",2021-02-08,s300,117
sres45-117,A resolution celebrating Black History Month.,2021-02-08,sres45,117
s222-117,"A bill to establish American opportunity accounts, and for other purposes.",2021-02-04,s222,117
s79-117,"A bill to eliminate the disparity in sentencing for cocaine offenses, and for other purposes.",2021-01-28,s79,117
s40-117,"A bill to address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African Americans, and the impact of these forces on living African Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.",2021-01-25,s40,117
sres14-117,"A resolution designating January 23, 2021, as 'Maternal Health Awareness Day'.",2021-01-22,sres14,117
sres808-116,"A resolution congratulating the National Urban League on 110 years of service empowering African Americans and other underserved communities while helping to foster a more just, equitable, and inclusive United States.",2020-12-18,sres808,116
sres800-116,"A resolution congratulating the National Urban League on 110 years of service empowering African Americans and other underserved communities while helping to foster a more just, equitable, and inclusive United States.",2020-12-11,sres800,116
s4993-116,A bill to amend the Public Health Service Act to promote healthy eating and physical activity among children.,2020-12-09,s4993,116
sres796-116,A resolution recognizing the 75th anniversary of the establishment of the United Nations.,2020-12-08,sres796,116
sconres50-116,"A concurrent resolution urging the establishment of a United States Commission on Truth, Racial Healing, and Transformation.",2020-12-03,sconres50,116
s4944-116,"A bill to amend title XI of the Social Security Act to improve access to care for all Medicare and Medicaid beneficiaries through models tested under the Center for Medicare and Medicaid Innovation, and for other purposes.",2020-12-02,s4944,116
sres781-116,A resolution supporting the goals of World AIDS Day.,2020-12-01,sres781,116
s4846-116,"A bill to establish requirements for skilled nursing facilities, nursing facilities, and assisted living facilities to manage the outbreak of COVID-19, and for other purposes.",2020-10-22,s4846,116
s4755-116,A bill to prohibit private passenger automobile insurers from using certain income proxies to determine insurance rates and eligibility.,2020-09-29,s4755,116
s4617-116,"A bill to provide supplemental appropriations for the cleanup of legacy pollution, including National Priority List sites, certain abandoned coal mining sites, and formerly used defense sites, to replace lead drinking water service lines, to provide grants under certain programs, and to amend the Clean Air Act to prohibit the issuance of new major source air pollution permits in overburdened communities, and for other purposes.",2020-09-17,s4617,116
s4480-116,A bill to promote equity in advanced coursework and programs at elementary and secondary schools.,2020-08-06,s4480,116
sres643-116,A resolution recognizing the contributions of African Americans to the musical heritage of the United States and the need for greater access to music education for African-American students and designating June 2020 as African-American Music Appreciation Month.,2020-07-01,sres643,116
s4038-116,A bill to direct the Secretary of Energy to establish a grant program for tree planting to reduce residential energy consumption.,2020-06-23,s4038,116
s3957-116,A bill to remove all statues of individuals who voluntarily served the Confederate States of America from display in the Capitol of the United States.,2020-06-12,s3957,116
sres616-116,"A resolution designating June 12, 2020, as 'Women Veterans Appreciation Day'.",2020-06-11,sres616,116
s3912-116,"A bill to hold law enforcement accountable for misconduct in court, improve transparency through data collection, and reform police training and policies.",2020-06-08,s3912,116
s3877-116,A bill to establish or expand programs to improve health equity regarding COVID-19 and reduce or eliminate inequities in the prevalence and health outcomes of COVID-19.,2020-06-03,s3877,116
s3799-116,"A bill to expand access to health care services, including sexual, reproductive, and maternal health services, for immigrants by removing legal and policy barriers to health insurance coverage, and for other purposes.",2020-05-21,s3799,116
s3822-116,"A bill to establish DemocracyCorps to assist State and local governments administer elections and to promote democracy, to establish special procedures and authorize funding for Federal election in 2020 in response to COVID-19, to amend the Help America Vote Act of 2002 to establish additional permanent requirements for Federal elections, and for other purposes.",2020-05-21,s3822,116
s3742-116,"A bill to establish a program in the Department of the Treasury to allocate funds to States, units of general local government, and Indian Tribes to provide assistance to certain small businesses, and for other purposes.",2020-05-14,s3742,116
s3644-116,"A bill to amend titles XVIII and XIX of the Social Security Act to improve the quality of care in skilled nursing facilities under the Medicare program and nursing facilities under the Medicare program during the COVID-19 emergency period, and for other purposes.",2020-05-07,s3644,116
s3646-116,"A bill to require the transfer or release of certain individuals in the custody of the United States because of their risk of exposure during a national emergency, and for other purposes.",2020-05-07,s3646,116
s3645-116,A bill to require the release of most aliens detained by U.S. Immigration and Customs Enforcement during a national emergency related to a communicable disease.,2020-05-07,s3645,116
s3579-116,"A bill to require the release of certain individuals in the custody of the United States because of their risk of exposure during a national emergency, and for other purposes.",2020-03-25,s3579,116
s3566-116,"A bill to prohibit depository institutions from assessing overdraft and non-sufficient fund fees during the novel coronavirus crisis and other disasters, and for other purposes.",2020-03-22,s3566,116
s3442-116,A bill to require private health insurers to cover care related to COVID-19 without cost-sharing and to provide for special enrollment periods for individuals diagnosed with COVID-19.,2020-03-11,s3442,116
s3405-116,"A bill to strengthen student achievement and graduation rates and prepare children and youth for college, careers, and citizenship through innovative partnerships that meet the comprehensive needs of children and youth.",2020-03-05,s3405,116
s3364-116,"A bill to improve the health and academic achievement of students in highly polluted environments, and for other purposes.",2020-02-27,s3364,116
sres516-116,A resolution celebrating Black History Month.,2020-02-27,sres516,116
s3293-116,"A bill to amend the Richard B. Russell National School Lunch Act to establish the Food and Nutrition Education in Schools Pilot Program, and for other purposes.",2020-02-13,s3293,116
s3279-116,"A bill to amend title 38, United States Code, to provide additional entitlement to Post-9/11 Educational Assistance to certain veterans and members of the Armed Forces who require extra time to complete remedial and deficiency courses, and for other purposes.",2020-02-12,s3279,116
s3274-116,"A bill to amend the Federal Water Pollution Control Act to establish a decentralized wastewater grant program, and for other purposes.",2020-02-11,s3274,116
sconres36-116,A concurrent resolution supporting the Farmers Bill of Rights.,2020-02-11,sconres36,116
sres479-116,"A resolution designating January 23, 2020, as 'Maternal Health Awareness Day'.",2020-01-21,sres479,116
s3221-116,"A bill to place a moratorium on large concentrated animal feeding operations, to strengthen the Packers and Stockyards Act, 1921, to require country of origin labeling on beef, pork, and dairy products, and for other purposes.",2020-01-21,s3221,116
s3158-116,"A bill to remove college cost as a barrier to every student having access to a well-prepared and diverse educator workforce, and for other purposes.",2020-01-08,s3158,116
s3169-116,"A bill to direct the Secretary of Health and Human Services to carry out a Health in All Policies Demonstration Project, and for other purposes.",2020-01-08,s3169,116
s3167-116,A bill to prohibit discrimination based on an individual's texture or style of hair.,2020-01-08,s3167,116
s2689-116,"A bill to prohibit the use of biometric recognition technology and biometric analytics in certain federally assisted rental dwelling units, and for other purposes.",2019-10-23,s2689,116
s2671-116,"A bill to build safer, thriving communities, and save lives by investing in effective violence reduction initiatives.",2019-10-23,s2671,116
s2684-116,"A bill to require Community Development Block Grant and Surface Transportation Block Grant recipients to develop a strategy to support inclusive zoning policies, to allow for a credit to support housing affordability, and for other purposes.",2019-10-23,s2684,116
s2516-116,A bill to amend the Fair Debt Collection Practices Act to restrict the debt collection practices of certain debt collectors.,2019-09-19,s2516,116
s2514-116,"A bill to amend the Internal Revenue Code of 1986 to ensure that workers and communities that are responsible for record corporate profits benefit from the wealth that those workers and communities help to create, and for other purposes.",2019-09-19,s2514,116
s2510-116,"A bill to amend the Internal Revenue Code of 1986 to provide a refundable tax credit for certain teachers as a supplement to State effort to provide teachers with a livable wage, and for other purposes.",2019-09-19,s2510,116
s2512-116,"A bill to prohibit a court from awarding damages based on race, ethnicity, gender, religion, or actual or perceived sexual orientation, and for other purposes.",2019-09-19,s2512,116
s2467-116,A bill to establish a program to award grants to entities that provide transportation connectors from critically underserved urban communities and rural communities to green spaces.,2019-09-11,s2467,116
s2457-116,A bill to require the Secretary of Labor to establish a pilot program to provide grants for job guarantee programs.,2019-09-10,s2457,116
s2453-116,"A bill to assist in the conservation of the North Atlantic right whale by supporting and providing financial resources for North Atlantic right whale conservation programs and projects of persons with expertise required for the conservation of North Atlantic right whales, and for other purposes.",2019-09-10,s2453,116
s2450-116,"A bill to amend the Immigration and Nationality Act to limit the grounds of deportability for certain relatives of members of the Armed Forces and veterans, and for other purposes.",2019-09-10,s2450,116
s2452-116,"A bill to provide incentives for agricultural producers to carry out climate stewardship practices, to provide for increased reforestation across the United States, to establish the Coastal and Estuary Resilience Grant Program, and for other purposes.",2019-09-10,s2452,116
s2311-116,"A bill to expand eligibility for the My Career Advancement Account program of the Department of Defense to certain military spouses, and for other purposes.",2019-07-29,s2311,116
s2307-116,A bill to authorize the Secretary of Defense to make grants to support the study of world languages in elementary schools and secondary schools.,2019-07-29,s2307,116
s2305-116,"A bill to amend title XIX of the Social Security Act to provide a consistent standard of health care to the incarcerated, and for other purposes.",2019-07-29,s2305,116
s2215-116,A bill to prohibit agreements between employers that directly restrict the current or future employment of any employee.,2019-07-23,s2215,116
s2236-116,"A bill to require Federal agencies to address environmental justice, to require consideration of cumulative impacts in certain permitting decisions, and for other purposes.",2019-07-23,s2236,116
s2231-116,"A bill to establish American opportunity accounts, to modify estate and gift tax rules, to reform the taxation of capital income, and for other purposes.",2019-07-23,s2231,116
sres281-116,"A resolution committing to elevate the voices, leadership, and needs of communities that face systemic barriers in the effort to end sexual violence and support all survivors of sexual violence and gender-based violence, including immigrant survivors, survivors who are incarcerated, survivors with disabilities, survivors of color, American Indian or Alaska Native survivors, survivors of child sexual abuse, and lesbian, gay, bisexual, transgender, queer, and intersex survivors.",2019-07-23,sres281,116
s2151-116,A bill to amend section 287 of the Immigration and Nationality Act to prohibit immigration officers and agents of the Department of Homeland Security from wearing clothing or other items bearing the word 'police'.,2019-07-17,s2151,116
s2146-116,"A bill to enable incarcerated persons to petition a Federal court for a second look at sentences longer than 10 years, where the person is not a danger to the safety of any person or the community, and has shown they are ready for reentry, and for other purposes.",2019-07-17,s2146,116
s2068-116,A bill to prohibit the Bureau of the Census from including citizenship data in the legislative redistricting data prepared by the Bureau.,2019-07-10,s2068,116
s2021-116,"A bill to amend the Immigration and Nationality Act by striking marijuana use, possession, and distribution as grounds of inadmissibility and removal.",2019-06-27,s2021,116
sres264-116,"A resolution recognizing the contributions of African Americans to the musical heritage of the United States and the need for greater access to music education for African-American students, and expressing support for the designation of June as African-American Music Appreciation Month.",2019-06-25,sres264,116
sres261-116,"A resolution recognizing the contributions of African Americans to the musical heritage of the United States and the need for greater access to music education for African-American students, and expressing support for the designation of June as African-American Music Appreciation Month.",2019-06-24,sres261,116
s1866-116,"A bill to better support our early childhood educators and elementary school and secondary school teachers, and for other purposes.",2019-06-13,s1866,116
s1787-116,A bill to require the Federal Motor Carrier Safety Administration to implement a national employer notification service.,2019-06-11,s1787,116
sres235-116,"A resolution designating June 12, 2019, as 'Women Veterans Appreciation Day'.",2019-06-05,sres235,116
s1596-116,"A bill to impose a moratorium on large agribusiness, food and beverage manufacturing, and grocery retail mergers, and to establish a commission to review large agriculture, food and beverage manufacturing, and grocery retail mergers, concentration, and market power.",2019-05-22,s1596,116
s1557-116,"A bill to establish a grant program to incentivize States to reduce prison populations, and for other purposes.",2019-05-21,s1557,116
s1524-116,"A bill to provide for the overall health and well-being of young people, including the promotion of lifelong sexual health and healthy relationships, and for other purposes.",2019-05-16,s1524,116
s1514-116,"A bill to amend title IV of the Higher Education Act of 1965 to require institutions of higher education that participate in programs under such title to distribute voter registration forms to students enrolled at the institution, and for other purposes.",2019-05-16,s1514,116
s1440-116,"A bill to discontinue a Federal program that authorizes State and local law enforcement officers to investigate, apprehend, and detain aliens in accordance with a written agreement with the Director of U.S. Immigration and Customs Enforcement and to clarify that immigration enforcement is solely a function of the Federal Government.",2019-05-14,s1440,116
s1461-116,A bill to require health insurance coverage for the treatment of infertility.,2019-05-14,s1461,116
s1346-116,"A bill to amend the Higher Education Act of 1965 to require the Secretary to provide for the use of data from the second preceding tax year to carry out the simplification of applications for the estimation and determination of financial aid eligibility, to increase the income threshold to qualify for a student aid index equal to or less than zero, and for other purposes.",2019-05-07,s1346,116
s1343-116,A bill to amend title XIX and XXI of the Social Security Act to improve Medicaid and the Children's Health Insurance Program for low-income mothers.,2019-05-07,s1343,116
s1344-116,"A bill to require the Secretary of the Treasury to collect data and issue a report on the opportunity zone tax incentives enacted by the 2017 tax reform legislation, and for other purposes.",2019-05-07,s1344,116
s1242-116,A bill to amend the Internal Revenue Code of 1986 to ensure that bonds used to finance professional stadiums are not treated as tax-exempt bonds.,2019-04-30,s1242,116
s1243-116,"A bill to provide standards for facilities at which aliens in the custody of the Department of Homeland Security are detained, and for other purposes.",2019-04-30,s1243,116
s1080-116,"A bill to amend the Second Chance Act of 2007 to require identification for returning citizens, and for other purposes.",2019-04-09,s1080,116
s1083-116,"A bill to address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African-Americans, and the impact of these forces on living African-Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.",2019-04-09,s1083,116
s1100-116,A bill to institute a program for the disclosure of taxpayer information for third-party income verification through the Internet.,2019-04-09,s1100,116
s1086-116,"A bill to establish certain duties for pharmacies to ensure provision of Food and Drug Administration-approved contraception, medication related to contraception, and for other purposes.",2019-04-09,s1086,116
s1066-116,"A bill to provide an increased allocation of funding under certain programs for assistance in persistent poverty counties, and for other purposes.",2019-04-08,s1066,116
s992-116,"A bill to improve the treatment of Federal prisoners who are primary caretaker parents, and for other purposes.",2019-04-02,s992,116
s877-116,"A bill to prohibit the sale of shark fins, and for other purposes.",2019-03-26,s877,116
s828-116,"A bill to amend the Outer Continental Shelf Lands Act to prohibit oil-, gas-, and methane hydrate-related seismic activities in the North Atlantic, Mid-Atlantic, South Atlantic, and Straits of Florida planning areas of the outer Continental Shelf, and for other purposes.",2019-03-14,s828,116
s697-116,"A bill to reform sentencing, prisons, re-entry of prisoners, and law enforcement practices, and for other purposes.",2019-03-07,s697,116
s597-116,"A bill to amend the Controlled Substances Act to provide for a new rule regarding the application of the Act to marihuana, and for other purposes.",2019-02-28,s597,116
sres84-116,A resolution celebrating Black History Month.,2019-02-27,sres84,116
s473-116,"A bill to amend title 5, United States Code, to include certain Federal positions within the definition of law enforcement officer for retirement purposes, and for other purposes.",2019-02-13,s473,116
s387-116,"A bill to prohibit Federal agencies and Federal contractors from requesting that an applicant for employment disclose criminal history record information before the applicant has received a conditional offer, and for other purposes.",2019-02-07,s387,116
s1393-118,"A bill to amend the Securities Exchange Act of 1934 to require disclosure of payments for settlements of disputes regarding sexual abuse and certain types of harassment and discrimination, and for other purposes.",2023-05-01,s1393,118
s1317-118,A bill to amend the Public Health Service Act to provide for public health research and investment into understanding and eliminating structural racism and police violence.,2023-04-26,s1317,118
s1045-118,A bill to amend the Federal Deposit Insurance Act to clarify that the Federal Deposit Insurance Corporation and appropriate Federal regulators have the authority to claw back certain compensation paid to executives.,2023-03-29,s1045,118
s817-118,"A bill to repeal title IV of the Economic Growth, Regulatory Relief, and Consumer Protection Act.",2023-03-15,s817,118
sres94-118,A resolution memorializing those lost to the COVID-19 pandemic.,2023-03-06,sres94,118
s388-118,A bill to establish universal child care and early learning programs.,2023-02-09,s388,118
s5173-117,"A bill to amend title 31 and title 10, United States Code, to address claims of the United States Government relating to certain treatment received by civilians at military medical treatment facilities, and for other purposes.",2022-12-01,s5173,117
s5035-117,"A bill to make available necessary disaster assistance for families affected by major disasters, and for other purposes.",2022-09-29,s5035,117
sres781-117,A resolution recognizing the seriousness of polycystic ovary syndrome (PCOS) and expressing support for the designation of September 2022 as 'PCOS Awareness Month.',2022-09-20,sres781,117
s4803-117,"A bill to repeal the authority under the National Labor Relations Act for States to enact laws prohibiting agreements requiring membership in a labor organization as a condition of employment, and for other purposes.",2022-09-08,s4803,117
s4742-117,"A bill to amend title 10, United States Code, to create a Department of Defense Military Housing Readiness Council to enhance oversight and accountability for deficiencies in military housing, and accountability for deficiencies in military housing, and for other purposes.",2022-08-02,s4742,117
s4616-117,"A bill to amend title XXVII of the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to strengthen parity in mental health and substance use disorder benefits.",2022-07-26,s4616,117
s4508-117,A bill to amend the Internal Revenue Code of 1986 to establish a free on-line tax preparation and filing service and programs that allow taxpayers to access third-party provided tax return information and information held by the Internal Revenue Service.,2022-07-12,s4508,117
s4500-117,"A bill to expand youth access to voting, and for other purposes.",2022-07-11,s4500,117
s4408-117,A bill to prohibit data brokers from selling and transferring certain sensitive data.,2022-06-15,s4408,117
s4380-117,"A bill to transition the nontactical vehicle fleet of the Department of Defense to electric or other zero emission vehicles, and for other purposes.",2022-06-13,s4380,117
s4374-117,A bill to prevent price gouging at the Department of Defense.,2022-06-09,s4374,117
s4214-117,"A bill to make price gouging unlawful, to expand the ability of the Federal Trade Commission to seek permanent injunctions and equitable relief, and for other purposes.",2022-05-12,s4214,117
s4177-117,A bill to establish judicial ethics.,2022-05-10,s4177,117
s4159-117,"A bill to ensure greater equity in Federal disaster assistance policies and programs by authorizing an equity steering group and equity advisor within the Federal Emergency Management Agency, improving data collection to measure disparate outcomes and participation barriers, requiring equity criteria to be applied to policies and programs, and permitting counties to seek emergency and major disaster declarations in certain circumstances, and for other purposes.",2022-05-05,s4159,117
s4107-117,"A bill to amend title 10, United States Code, to establish in the Department of Defense a civilian harm investigation coordinator, to improve and make permanent the requirement that the Secretary of Defense submit an annual report on civilian harm in connection with United States military operations, and for other purposes.",2022-04-28,s4107,117
s4108-117,"A bill to enhance protections of civilians during United States military operations, and for other purposes.",2022-04-28,s4108,117
s4100-117,"A bill to amend title XIX of the Social Security Act to provide coverage under the Medicaid program for services provided by doulas and midwives, and for other purposes.",2022-04-27,s4100,117
s3968-117,"A bill to improve State, local, and Tribal public health security.",2022-03-30,s3968,117
s3886-117,"A bill to amend the Commodity Exchange Act to prohibit trading of water and water rights for future delivery, and for other purposes.",2022-03-21,s3886,117
s3867-117,"A bill to impose sanctions with respect to the use of cryptocurrency to facilitate transactions by Russian persons subject to sanctions, and for other purposes.",2022-03-17,s3867,117
s3847-117,"A bill to prohibit certain anticompetitive mergers, to amend the Clayton Act to permit the Federal Trade Commission and the Department of Justice to reject proposed acquisitions, to implement procedures for retrospective reviews and breaking up anticompetitive consummated acquisitions, and for other purposes.",2022-03-16,s3847,117
s3758-117,"A bill to direct the Secretary of Health and Human Services to conduct a study to assess the unintended impacts on the health and safety of people engaged in transactional sex, in connection with the enactment of the Allow States and Victims to Fight Online Sex Trafficking Act of 2017 and the loss of interactive computer services that host information related to sexual exchange, to direct the Attorney General to submit a report on human trafficking investigations and prosecutions in connection with the same, and for other purposes.",2022-03-03,s3758,117
s3641-117,"A bill to extend protections to part-time workers in the areas of family and medical leave and pension plans, and to ensure equitable treatment in the workplace.",2022-02-14,s3641,117
s3642-117,"A bill to permit employees to request changes to their work schedules without fear of retaliation and to ensure that employers consider these requests, and to require employers to provide more predictable and stable schedules for employees in certain occupations with evidence of unpredictable and unstable scheduling practices that negatively affect employees, and for other purposes.",2022-02-14,s3642,117
s3631-117,"A bill to prohibit stock trading and ownership by Members of Congress and spouses of Members of Congress, and for other purposes.",2022-02-10,s3631,117
s3582-117,"A bill to establish an Independent Counsel on Pernicious Political Activities, and for other purposes.",2022-02-03,s3582,117
sres502-117,A resolution acknowledging and commemorating the World War II women in the Navy who served in the Women Accepted for Volunteer Emergency Service ('WAVES').,2022-02-01,sres502,117
s3444-117,"A bill to ensure that facilities of the Indian Health Service, facilities operated by an Indian Tribe, Tribal organization, or inter-Tribal consortium, and facilities operated by an urban Indian organization receive items from the strategic national stockpile and qualified pandemic or epidemic products directly from the Department of Health and Human Services.",2022-01-05,s3444,117
s3418-117,"A bill to provide emergency assistance to States, territories, Tribal nations, and local areas affected by substance use disorder, including the use of opioids and stimulants, and to make financial assistance available to States, territories, Tribal nations, local areas, public or private nonprofit entities, and certain health providers, to provide for the development, organization, coordination, and operation of more effective and cost efficient systems for the delivery of essential services to individuals with substance use disorder and their families.",2021-12-16,s3418,117
sres457-117,"A resolution expressing support for the designation of November 9, 2021, as 'National Microtia and Atresia Awareness Day'.",2021-11-18,sres457,117
sjres30-117,"A joint resolution designating a 'Slavery Remembrance Day' on August 20th, to serve as a reminder of the evils of slavery.",2021-11-17,sjres30,117
s3022-117,"A bill to subject certain private funds to joint and several liability with respect to the liabilities of firms acquired and controlled by those funds, and for other purposes.",2021-10-20,s3022,117
sres419-117,A resolution acknowledging and commemorating the World War II women in the Navy who served in the Women Accepted for Volunteer Emergency Service ('WAVES').,2021-10-07,sres419,117
s2943-117,"A bill to require certain entities to disclose to the Secretary of Homeland Security ransom payments, and for other purposes.",2021-10-06,s2943,117
s2926-117,"A bill to require certain entities to disclose to the Secretary of Homeland Security ransom payments, and for other purposes.",2021-10-04,s2926,117
s2907-117,"A bill to establish the Truth and Healing Commission on Indian Boarding School Policies in the United States, and for other purposes.",2021-09-30,s2907,117
s2882-117,"A bill to amend certain banking laws to establish requirements for bank mergers, and for other purposes.",2021-09-29,s2882,117
s2776-117,"A bill to clarify that the Secretary of Health and Human Services has authority to implement a residential eviction moratorium under the quarantine authority vested by the Public Health Service Act, and for other purposes.",2021-09-21,s2776,117
s2723-117,"A bill to amend the Congressional Budget and Impoundment Control Act of 1974 by requiring a distribution analysis of a bill or resolution under certain circumstances, and for other purposes.",2021-09-13,s2723,117
s2680-117,A bill to amend the Internal Revenue Code of 1986 to impose a tax on real profits of certain corporations.,2021-08-09,s2680,117
sres334-117,A resolution memorializing those impacted by and lost to the COVID-19 virus.,2021-08-03,sres334,117
s2497-117,"A bill to amend title 11, United States Code, to prohibit nonconsensual release of a nondebtor entity's liability to an entity other than the debtor, and for other purposes.",2021-07-28,s2497,117
sres325-117,A resolution recognizing the seriousness of polycystic ovary syndrome (PCOS) and expressing support for the designation of September 2021 as 'PCOS Awareness Month'.,2021-07-28,sres325,117
s2486-117,"A bill to authorize the use of drugs, vaccines, and medical technologies to expand military and civilian access to such products and to improve transparency in taxpayer-funded biomedical research investments by the Department of Defense, and for other purposes.",2021-07-27,s2486,117
s2400-117,"A bill to establish a process for the Board on Geographic Names to review and revise offensive names of Federal land units, to create an advisory committee to recommend Federal land unit names to be reviewed by the Board, and for other purposes.",2021-07-20,s2400,117
s2402-117,A bill to establish a pilot program to incentivize employee ownership in defense contracting.,2021-07-20,s2402,117
s2368-117,"A bill to amend title 10, United States Code, to improve the provision of military housing to members of the Armed Forces and their families through private entities, and for other purposes.",2021-07-15,s2368,117
s2371-117,"A bill to require the Secretary of Defense to enhance the readiness of the Department of Defense to challenges relating to climate change and to improve the energy and resource efficiency of the Department, and for other purposes.",2021-07-15,s2371,117
s2187-117,"A bill to establish the 'Biomedical Innovation Fund', and for other purposes.",2021-06-23,s2187,117
s2014-117,A bill to permit legally married same-sex couples to amend their filing status for tax returns outside the statute of limitations.,2021-06-10,s2014,117
s1989-117,"A bill to reform pattern of practice investigations conducted by the Department of Justice, and for other purposes.",2021-06-09,s1989,117
s1921-117,A bill to establish the National Institutes of Clean Energy.,2021-05-27,s1921,117
