name,code,begin_date,end_date,member_id
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,A000376
Committee on Appropriations,HSAP,,2025-01-03,A000369
Joint Committee on the Library,JSLC,,2025-01-03,A000369
Committee on Energy and Commerce,HSIF,,2025-01-03,A000377
Committee on Oversight and Accountability,HSGO,,2025-01-03,A000377
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,A000377
Joint Economic Committee,JSEC,,2025-01-03,A000375
Committee on Ways and Means,HSWM,,2025-01-03,A000375
Committee on the Budget,HSBU,,2025-01-03,A000375
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,A000148
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,A000148
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,B001291
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,B001291
Committee on Armed Services,HSAS,,2025-01-03,B001298
Committee on Agriculture,HSAG,,2025-01-03,B001298
Committee on Foreign Affairs,HSFA,,2025-01-03,B001307
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,B001307
Committee on Agriculture,HSAG,,2025-01-03,B001307
Committee on Energy and Commerce,HSIF,,2025-01-03,B001306
Committee on the Budget,HSBU,,2025-01-03,B001318
Committee on Oversight and Accountability,HSGO,,2025-01-03,B001318
Committee on Education and the Workforce,HSED,,2025-01-03,B001299
Committee on Armed Services,HSAS,,2025-01-03,B001299
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,B001299
Committee on Financial Services,HSBA,,2025-01-03,B001282
Committee on Foreign Affairs,HSFA,,2025-01-03,B001282
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,B001282
Committee on Energy and Commerce,HSIF,,2025-01-03,B001300
Committee on Education and the Workforce,HSED,,2025-01-03,B001314
Committee on Small Business,HSSM,,2025-01-03,B001314
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,B001314
Committee on Financial Services,HSBA,,2025-01-03,B001281
Committee on the Judiciary,HSJU,,2025-01-03,B000668
Committee on Natural Resources,HSII,,2025-01-03,B000668
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,B001287
Committee on Foreign Affairs,HSFA,,2025-01-03,B001287
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,B001287
Committee on the Budget,HSBU,,2025-01-03,B001301
Committee on Armed Services,HSAS,,2025-01-03,B001301
Committee on Veterans' Affairs,HSVR,,2025-01-03,B001301
Joint Economic Committee,JSEC,,2025-01-03,B001292
Committee on Ways and Means,HSWM,,2025-01-03,B001292
Committee on the Budget,HSBU,,2025-01-03,B000740
Committee on Administration,HSHA,,2025-01-03,B000740
Committee on Appropriations,HSAP,,2025-01-03,B000740
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,B000740
Committee on Oversight and Accountability,HSGO,,2025-01-03,B001302
Committee on the Judiciary,HSJU,,2025-01-03,B001302
Committee on Energy and Commerce,HSIF,,2025-01-03,B001257
Committee on Appropriations,HSAP,,2025-01-03,B000490
Committee on Agriculture,HSAG,,2025-01-03,B000490
Committee on Homeland Security,HSHM,,2025-01-03,B001311
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,B001311
Committee on the Judiciary,HSJU,,2025-01-03,B001311
Committee on Ways and Means,HSWM,,2025-01-03,B000574
Committee on the Budget,HSBU,,2025-01-03,B000574
Committee on Energy and Commerce,HSIF,,2025-01-03,B001303
Committee on Natural Resources,HSII,,2025-01-03,B000825
Committee on Oversight and Accountability,HSGO,,2025-01-03,B000825
Committee on Education and the Workforce,HSED,,2025-01-03,B001278
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,B001278
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,B001295
Committee on Agriculture,HSAG,,2025-01-03,B001295
Committee on Veterans' Affairs,HSVR,,2025-01-03,B001295
Committee on Education and the Workforce,HSED,,2025-01-03,B001223
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,B001223
Committee on the Budget,HSBU,,2025-01-03,B001296
Committee on the Budget,HSBU,,2025-01-03,B001317
Committee on Homeland Security,HSHM,,2025-01-03,B001317
Committee on Oversight and Accountability,HSGO,,2025-01-03,B001313
Committee on Agriculture,HSAG,,2025-01-03,B001313
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,B001313
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,B001285
Committee on Veterans' Affairs,HSVR,,2025-01-03,B001285
Joint Committee on Taxation,JSTX,,2025-01-03,B001260
Committee on Ways and Means,HSWM,,2025-01-03,B001260
Committee on Foreign Affairs,HSFA,,2025-01-03,B001297
Committee on the Judiciary,HSJU,,2025-01-03,B001297
Committee on Energy and Commerce,HSIF,,2025-01-03,B001275
Committee on Veterans' Affairs,HSVR,,2025-01-03,B001315
Committee on Agriculture,HSAG,,2025-01-03,B001315
Committee on Foreign Affairs,HSFA,,2025-01-03,B001309
Committee on Oversight and Accountability,HSGO,,2025-01-03,B001309
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,B001309
Committee on Rules,HSRU,,2025-01-03,B001248
Committee on the Budget,HSBU,,2025-01-03,B001248
Committee on Energy and Commerce,HSIF,,2025-01-03,B001248
Committee on Education and the Workforce,HSED,,2025-01-03,B001316
Committee on Oversight and Accountability,HSGO,,2025-01-03,B001316
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,B001316
Committee on the Judiciary,HSJU,,2025-01-03,B001224
Committee on Oversight and Accountability,HSGO,,2025-01-03,B001224
Committee on Appropriations,HSAP,,2025-01-03,C000059
Committee on Energy and Commerce,HSIF,,2025-01-03,C001039
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,C001039
Committee on Agriculture,HSAG,,2025-01-03,C001039
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,C001134
Committee on Agriculture,HSAG,,2025-01-03,C001134
Committee on Armed Services,HSAS,,2025-01-03,C001112
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001112
Committee on Agriculture,HSAG,,2025-01-03,C001112
Committee on Energy and Commerce,HSIF,,2025-01-03,C001097
Committee on Administration,HSHA,,2025-01-03,C001126
Joint Committee on the Library,JSLC,,2025-01-03,C001126
Committee on Ways and Means,HSWM,,2025-01-03,C001126
Committee on Appropriations,HSAP,,2025-01-03,C001054
Committee on Natural Resources,HSII,,2025-01-03,C001054
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001072
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,C001072
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,C001072
Committee on Homeland Security,HSHM,,2025-01-03,C001125
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001125
Committee on Energy and Commerce,HSIF,,2025-01-03,C001103
Committee on the Budget,HSBU,,2025-01-03,C001103
Committee on Appropriations,HSAP,,2025-01-03,C001051
Committee on Appropriations,HSAP,,2025-01-03,C001090
Committee on Oversight and Accountability,HSGO,,2025-01-03,C001131
Committee on Agriculture,HSAG,,2025-01-03,C001131
Committee on Appropriations,HSAP,,2025-01-03,C001055
Committee on Natural Resources,HSII,,2025-01-03,C001055
Committee on Financial Services,HSBA,,2025-01-03,C001117
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,C001117
Committee on Energy and Commerce,HSIF,,2025-01-03,C001066
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,C001066
Committee on Foreign Affairs,HSFA,,2025-01-03,C001091
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,C001091
Committee on Education and the Workforce,HSED,,2025-01-03,C001135
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001135
Committee on Agriculture,HSAG,,2025-01-03,C001135
Committee on Veterans' Affairs,HSVR,,2025-01-03,C001127
Committee on Foreign Affairs,HSFA,,2025-01-03,C001127
Committee on Ways and Means,HSWM,,2025-01-03,C001080
Committee on Small Business,HSSM,,2025-01-03,C001080
Committee on Foreign Affairs,HSFA,,2023-06-01,C001084
Committee on the Judiciary,HSJU,,2023-06-01,C001084
Committee on Veterans' Affairs,HSVR,,2025-01-03,C001133
Committee on Appropriations,HSAP,,2025-01-03,C001133
Committee on Energy and Commerce,HSIF,,2025-01-03,C001067
Committee on Homeland Security,HSHM,,2025-01-03,C001067
Committee on Financial Services,HSBA,,2025-01-03,C001061
Committee on the Judiciary,HSJU,,2025-01-03,C001118
Committee on Appropriations,HSAP,,2025-01-03,C001118
Committee on the Budget,HSBU,,2025-01-03,C001118
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,C001115
Committee on Appropriations,HSAP,,2025-01-03,C001115
Committee on Appropriations,HSAP,,2025-01-03,C001116
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001068
Committee on the Judiciary,HSJU,,2025-01-03,C001068
Committee on Appropriations,HSAP,,2025-01-03,C001053
Committee on Rules,HSRU,,2025-01-03,C001053
Committee on Natural Resources,HSII,,2025-01-03,C001129
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,C001129
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001129
Committee on Education and the Workforce,HSED,,2025-01-03,C001108
Committee on Oversight and Accountability,HSGO,,2025-01-03,C001108
Committee on Foreign Affairs,HSFA,,2025-01-03,C001078
Committee on Oversight and Accountability,HSGO,,2025-01-03,C001078
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,C001078
Committee on the Judiciary,HSJU,,2025-01-03,C001110
Committee on Homeland Security,HSHM,,2025-01-03,C001110
Committee on Foreign Affairs,HSFA,,2025-01-03,C001059
Committee on Agriculture,HSAG,,2025-01-03,C001059
Committee on Education and the Workforce,HSED,,2025-01-03,C001069
Committee on Armed Services,HSAS,,2025-01-03,C001069
Committee on Energy and Commerce,HSIF,,2025-01-03,C001119
Committee on Agriculture,HSAG,,2025-01-03,C001119
Committee on Veterans' Affairs,HSVR,,2025-01-03,C001132
Committee on Homeland Security,HSHM,,2025-01-03,C001132
Committee on Small Business,HSSM,,2025-01-03,C001132
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,C001087
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,C001087
Committee on Agriculture,HSAG,,2025-01-03,C001087
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,C001087
Committee on Energy and Commerce,HSIF,,2025-01-03,C001120
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,C001120
Committee on Oversight and Accountability,HSGO,,2025-01-03,C001130
Committee on Agriculture,HSAG,,2025-01-03,C001130
Committee on Foreign Affairs,HSFA,,2025-01-03,C001121
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,C001121
Committee on Appropriations,HSAP,,2025-01-03,C001063
Committee on Energy and Commerce,HSIF,,2025-01-03,C001114
Committee on Natural Resources,HSII,,2025-01-03,C001114
Committee on Homeland Security,HSHM,,2025-01-03,D000632
Committee on Administration,HSHA,,2025-01-03,D000632
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,D000632
Committee on Small Business,HSSM,,2025-01-03,D000629
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,D000629
Committee on Agriculture,HSAG,,2025-01-03,D000629
Committee on Financial Services,HSBA,,2025-01-03,D000626
Committee on Foreign Affairs,HSFA,,2025-01-03,D000626
Committee on Armed Services,HSAS,,2025-01-03,D000230
Committee on Agriculture,HSAG,,2025-01-03,D000230
Committee on Ways and Means,HSWM,,2025-01-03,D000096
Committee on Financial Services,HSBA,,2025-01-03,D000594
Committee on Agriculture,HSAG,,2025-01-03,D000594
Committee on the Judiciary,HSJU,,2025-01-03,D000631
Committee on Foreign Affairs,HSFA,,2025-01-03,D000631
Committee on Energy and Commerce,HSIF,,2025-01-03,D000197
Committee on Appropriations,HSAP,,2025-01-03,D000216
Committee on Ways and Means,HSWM,,2025-01-03,D000617
Committee on Veterans' Affairs,HSVR,,2025-01-03,D000530
Committee on Armed Services,HSAS,,2025-01-03,D000530
Committee on Education and the Workforce,HSED,,2025-01-03,D000623
Committee on Ethics,HSSO,,2025-01-03,D000623
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,D000623
Committee on Armed Services,HSAS,,2025-01-03,D000616
Committee on Agriculture,HSAG,,2025-01-03,D000616
Committee on Appropriations,HSAP,,2025-01-03,D000600
Committee on Energy and Commerce,HSIF,,2025-01-03,D000624
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,D000624
Committee on Natural Resources,HSII,,2025-01-03,D000624
Joint Committee on Taxation,JSTX,,2025-01-03,D000399
Committee on Ways and Means,HSWM,,2025-01-03,D000399
Committee on the Budget,HSBU,,2025-01-03,D000399
Committee on Financial Services,HSBA,,2025-01-03,D000032
Committee on Oversight and Accountability,HSGO,,2025-01-03,D000032
Committee on Natural Resources,HSII,,2025-01-03,D000633
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,D000633
Committee on Agriculture,HSAG,,2025-01-03,D000633
Committee on Energy and Commerce,HSIF,,2025-01-03,D000615
Committee on Energy and Commerce,HSIF,,2025-01-03,D000628
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,D000628
Committee on the Budget,HSBU,,2025-01-03,E000246
Committee on Oversight and Accountability,HSGO,,2025-01-03,E000246
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,E000246
Committee on Appropriations,HSAP,,2025-01-03,E000071
Committee on Small Business,HSSM,,2025-01-03,E000071
Committee on Financial Services,HSBA,,2025-01-03,E000294
Committee on the Judiciary,HSJU,,2025-01-03,E000299
Committee on Ethics,HSSO,,2025-01-03,E000299
Committee on Armed Services,HSAS,,2025-01-03,E000299
Committee on Energy and Commerce,HSIF,,2025-01-03,E000215
Committee on the Budget,HSBU,,2025-01-03,E000297
Committee on Appropriations,HSAP,,2025-01-03,E000297
Committee on the Budget,HSBU,,2025-01-03,E000298
Committee on Education and the Workforce,HSED,,2025-01-03,E000298
Joint Economic Committee,JSEC,,2025-01-03,E000298
Committee on Ways and Means,HSWM,,2025-01-03,E000298
Committee on Ways and Means,HSWM,,2025-01-03,E000296
Committee on Homeland Security,HSHM,,2025-01-03,E000235
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,E000235
Committee on Armed Services,HSAS,,2025-01-03,F000246
Committee on Oversight and Accountability,HSGO,,2025-01-03,F000246
Committee on Ways and Means,HSWM,,2025-01-03,F000446
Committee on Agriculture,HSAG,,2025-01-03,F000446
Committee on the Budget,HSBU,,2025-01-03,F000465
Joint Economic Committee,JSEC,,2025-01-03,F000465
Committee on Ways and Means,HSWM,,2025-01-03,F000465
Committee on Education and the Workforce,HSED,,2025-01-03,L000273
Committee on Natural Resources,HSII,,2025-01-03,L000273
Committee on Rules,HSRU,,2025-01-03,L000273
Committee on Armed Services,HSAS,,2025-01-03,F000475
Committee on Agriculture,HSAG,,2025-01-03,F000475
Committee on the Budget,HSBU,,2025-01-03,F000470
Committee on Ethics,HSSO,,2025-01-03,F000470
Committee on Ways and Means,HSWM,,2025-01-03,F000470
Committee on Rules,HSRU,,2025-01-03,F000470
Committee on the Judiciary,HSJU,,2025-01-03,F000471
Committee on Financial Services,HSBA,,2025-01-03,F000471
Committee on Ways and Means,HSWM,,2025-01-03,F000466
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,F000466
Committee on Appropriations,HSAP,,2025-01-03,F000459
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,F000459
Committee on Energy and Commerce,HSIF,,2025-01-03,F000468
Committee on Financial Services,HSBA,,2025-01-03,F000474
Committee on Financial Services,HSBA,,2025-01-03,F000454
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,F000477
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,F000477
Committee on Education and the Workforce,HSED,,2025-01-03,F000450
Committee on Oversight and Accountability,HSGO,,2025-01-03,F000450
Committee on Appropriations,HSAP,,2025-01-03,F000462
Committee on Veterans' Affairs,HSVR,,2025-01-03,F000472
Committee on Appropriations,HSAP,,2025-01-03,F000472
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,F000472
Committee on Oversight and Accountability,HSGO,,2025-01-03,F000476
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,F000476
Committee on the Judiciary,HSJU,,2025-01-03,F000478
Committee on Oversight and Accountability,HSGO,,2025-01-03,F000478
Committee on Energy and Commerce,HSIF,,2025-01-03,F000469
Committee on Natural Resources,HSII,,2025-01-03,F000469
Committee on Armed Services,HSAS,,2025-01-03,G000578
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,G000578
Committee on the Judiciary,HSJU,,2025-01-03,G000578
Committee on Armed Services,HSAS,,2025-01-03,G000579
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,G000579
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,G000579
Committee on Armed Services,HSAS,,2025-01-03,G000574
Committee on Natural Resources,HSII,,2025-01-03,G000574
Committee on Armed Services,HSAS,,2025-01-03,G000559
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,G000559
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,G000559
Committee on Homeland Security,HSHM,,2025-01-03,G000597
Committee on Ethics,HSSO,,2025-01-03,G000597
Committee on Financial Services,HSBA,,2025-01-03,G000597
Committee on Appropriations,HSAP,,2025-01-03,G000061
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,G000061
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,G000061
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,G000586
Committee on Homeland Security,HSHM,,2025-01-03,G000598
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,G000598
Committee on Oversight and Accountability,HSGO,,2025-01-03,G000598
Committee on Financial Services,HSBA,,2025-01-03,G000587
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,G000587
Committee on Homeland Security,HSHM,,2025-01-03,G000593
Committee on Armed Services,HSAS,,2025-01-03,G000593
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,G000593
Committee on Small Business,HSSM,,2025-01-03,G000600
Committee on Agriculture,HSAG,,2025-01-03,G000600
Committee on Armed Services,HSAS,,2025-01-03,G000592
Committee on Small Business,HSSM,,2025-01-03,G000592
Committee on Homeland Security,HSHM,,2025-01-03,G000599
Committee on Oversight and Accountability,HSGO,,2025-01-03,G000599
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,G000599
Committee on Oversight and Accountability,HSGO,,2025-01-03,G000585
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,G000585
Committee on Homeland Security,HSHM,,2025-01-03,G000594
Committee on Appropriations,HSAP,,2025-01-03,G000594
Committee on Financial Services,HSBA,,2025-01-03,G000581
Committee on Natural Resources,HSII,,2025-01-03,G000582
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,G000582
Committee on Education and the Workforce,HSED,,2025-01-03,G000595
Committee on the Budget,HSBU,,2025-01-03,G000595
Committee on the Judiciary,HSJU,,2025-01-03,G000589
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,G000589
Committee on Natural Resources,HSII,,2025-01-03,G000565
Committee on Oversight and Accountability,HSGO,,2025-01-03,G000565
Committee on Financial Services,HSBA,,2025-01-03,G000583
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,G000583
Committee on Appropriations,HSAP,,2025-01-03,G000377
Committee on Natural Resources,HSII,,2025-01-03,G000577
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,G000577
Committee on Armed Services,HSAS,,2025-01-03,G000546
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,G000546
Committee on Homeland Security,HSHM,,2025-01-03,G000590
Committee on Foreign Affairs,HSFA,,2025-01-03,G000590
Committee on Financial Services,HSBA,,2025-01-03,G000553
Committee on Homeland Security,HSHM,,2025-01-03,G000596
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,G000596
Committee on Oversight and Accountability,HSGO,,2025-01-03,G000596
Committee on Energy and Commerce,HSIF,,2025-01-03,G000568
Committee on Administration,HSHA,,2025-01-03,G000568
Joint Committee on Printing,JSPR,,2025-01-03,G000568
Committee on Education and the Workforce,HSED,,2025-01-03,G000551
Committee on Natural Resources,HSII,,2025-01-03,G000551
Committee on Education and the Workforce,HSED,,2025-01-03,G000576
Committee on Oversight and Accountability,HSGO,,2025-01-03,G000576
Committee on the Budget,HSBU,,2025-01-03,G000576
Committee on Homeland Security,HSHM,,2025-01-03,G000591
Committee on Ethics,HSSO,,2025-01-03,G000591
Committee on Appropriations,HSAP,,2025-01-03,G000591
Committee on Energy and Commerce,HSIF,,2025-01-03,G000558
Committee on the Judiciary,HSJU,,2025-01-03,H001096
Committee on Natural Resources,HSII,,2025-01-03,H001096
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,H001096
Committee on Appropriations,HSAP,,2025-01-03,H001090
Committee on Appropriations,HSAP,,2025-01-03,H001052
Committee on Energy and Commerce,HSIF,,2025-01-03,H001086
Committee on Education and the Workforce,HSED,,2025-01-03,H001081
Committee on Agriculture,HSAG,,2025-01-03,H001081
Committee on Ways and Means,HSWM,,2025-01-03,H001082
Committee on Ways and Means,HSWM,,2025-01-03,H001038
Committee on the Budget,HSBU,,2025-01-03,H001038
Committee on Homeland Security,HSHM,,2025-01-03,H001077
Committee on Oversight and Accountability,HSGO,,2025-01-03,H001077
Committee on Financial Services,HSBA,,2025-01-03,H001072
Committee on Foreign Affairs,HSFA,,2025-01-03,H001072
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,H001072
Committee on Financial Services,HSBA,,2025-01-03,H001047
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,H001047
Committee on Appropriations,HSAP,,2025-01-03,H001091
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,H001091
Committee on Financial Services,HSBA,,2025-01-03,H001066
Committee on Armed Services,HSAS,,2025-01-03,H001066
Committee on Education and the Workforce,HSED,,2025-01-03,H001093
Committee on Financial Services,HSBA,,2025-01-03,H001093
Committee on Rules,HSRU,,2025-01-03,H001093
Committee on Armed Services,HSAS,,2025-01-03,H001085
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,H001085
Committee on Appropriations,HSAP,,2025-01-03,H000874
Committee on Natural Resources,HSII,,2025-01-03,H001094
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,H001094
Committee on Energy and Commerce,HSIF,,2025-01-03,H001067
Committee on Natural Resources,HSII,,2025-01-03,H001068
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,H001068
Committee on Financial Services,HSBA,,2025-01-03,H001058
Committee on Foreign Affairs,HSFA,,2025-01-03,H001058
Committee on the Judiciary,HSJU,,2025-01-03,H001095
Committee on Natural Resources,HSII,,2025-01-03,H001095
Committee on Small Business,HSSM,,2025-01-03,H001095
Committee on Foreign Affairs,HSFA,,2025-01-03,I000056
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,I000056
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,I000056
Committee on the Judiciary,HSJU,,2025-01-03,I000056
Committee on the Judiciary,HSJU,,2025-01-03,I000058
Committee on Homeland Security,HSHM,,2025-01-03,I000058
Committee on Ethics,HSSO,,2025-01-03,I000058
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,J000304
Committee on Foreign Affairs,HSFA,,2025-01-03,J000304
Committee on Armed Services,HSAS,,2025-01-03,J000304
Committee on Agriculture,HSAG,,2025-01-03,J000304
Committee on Armed Services,HSAS,,2025-01-03,J000308
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,J000308
Committee on Foreign Affairs,HSFA,,2025-01-03,J000309
Committee on Agriculture,HSAG,,2025-01-03,J000309
Committee on the Budget,HSBU,,2025-01-03,J000032
Committee on Homeland Security,HSHM,,2025-01-03,J000032
Committee on the Judiciary,HSJU,,2025-01-03,J000032
Committee on Foreign Affairs,HSFA,,2025-01-03,J000305
Committee on Armed Services,HSAS,,2025-01-03,J000305
Committee on Education and the Workforce,HSED,,2025-01-03,J000307
Committee on Foreign Affairs,HSFA,,2025-01-03,J000307
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,J000307
Committee on Education and the Workforce,HSED,,2025-01-03,J000298
Committee on the Judiciary,HSJU,,2025-01-03,J000298
Committee on Energy and Commerce,HSIF,,2025-01-03,J000292
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,J000288
Committee on the Judiciary,HSJU,,2025-01-03,J000288
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,J000301
Committee on Agriculture,HSAG,,2025-01-03,J000301
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,J000301
Committee on Armed Services,HSAS,,2025-01-03,J000299
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,J000299
Committee on the Judiciary,HSJU,,2025-01-03,J000299
Committee on Oversight and Accountability,HSGO,,2025-01-03,J000289
Select Subcommittee on the Weaponization of the Federal Government,HSFD,,2025-01-03,J000289
Committee on the Judiciary,HSJU,,2025-01-03,J000289
Committee on Energy and Commerce,HSIF,,2025-01-03,J000302
Select Subcommittee on the Coronavirus Pandemic,HSVC,,2025-01-03,J000302
Committee on Appropriations,HSAP,,2025-01-03,J000295
Committee on Ethics,HSSO,,2025-01-03,J000295
Committee on Foreign Affairs,HSFA,,2025-01-03,K000400
Committee on Natural Resources,HSII,,2025-01-03,K000400
Committee on Appropriations,HSAP,,2025-01-03,K000009
Committee on Foreign Affairs,HSFA,,2025-01-03,K000398
Committee on Transportation and Infrastructure,HSPW,,2025-01-03,K000398
"Committee on Science, Space, and Technology",HSSY,,2025-01-03,K000398
Committee on Foreign Affairs,HSFA,,2025-01-03,K000375
Committee on Armed Services,HSAS,,2025-01-03,K000375
Committee on Ways and Means,HSWM,,2025-01-03,K000376
Committee on Armed Services,HSAS,,2025-01-03,K000388
Committee on Agriculture,HSAG,,2025-01-03,K000388
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,K000388
Committee on Energy and Commerce,HSIF,,2025-01-03,K000385
Committee on Armed Services,HSAS,,2025-01-03,K000389
Committee on Oversight and Accountability,HSGO,,2025-01-03,K000389
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,K000389
Committee on Veterans' Affairs,HSVR,,2025-01-03,K000399
Committee on Natural Resources,HSII,,2025-01-03,K000399
Committee on Armed Services,HSAS,,2025-01-03,K000399
Committee on Ways and Means,HSWM,,2025-01-03,K000380
Committee on the Budget,HSBU,,2025-01-03,K000380
Committee on the Judiciary,HSJU,,2025-01-03,K000401
Committee on Education and the Workforce,HSED,,2025-01-03,K000401
Committee on Appropriations,HSAP,,2025-01-03,K000381
Committee on Administration,HSHA,,2025-01-03,K000381
Joint Committee on Printing,JSPR,,2025-01-03,K000381
Committee on Foreign Affairs,HSFA,,2025-01-03,K000394
Committee on Armed Services,HSAS,,2025-01-03,K000394
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,K000394
Committee on Foreign Affairs,HSFA,,2025-01-03,K000397
Committee on Financial Services,HSBA,,2025-01-03,K000397
Committee on Oversight and Accountability,HSGO,,2025-01-03,K000391
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,K000391
Permanent Select Committee on Intelligence,HSIG,,2025-01-03,K000391
Committee on Energy and Commerce,HSIF,,2025-01-03,K000382
Committee on Ways and Means,HSWM,,2025-01-03,K000392
Committee on Ways and Means,HSWM,,2025-01-03,L000585
Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party,HSZS,,2025-01-03,L000585
