Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,parsed_name,first_name,last_name
116,138,21754.0,"Gomez, Jimmy",1.0,20.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,Oversight and Reform,71,34.0,CA,,,,,,Jimmy Gomez,Jimmy,Gomez
116,138,21949.0,"Ocasio-Cortez, Alexandria",1.0,21.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES67,Oversight and Reform,13,14.0,NY,,,,,,Alexandria Ocasio-Cortez,Alexandria,Ocasio-Cortez
116,138,21955.0,"Pressley, Ayanna",1.0,22.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,Oversight and Reform,3,7.0,MA,,,,,,Ayanna Pressley,Ayanna,Pressley
116,138,21975.0,"Tlaib, Rashida",1.0,23.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES67,Oversight and Reform,23,13.0,MI,,,,,,Rashida Tlaib,Rashida,Tlaib
116,138,21954.0,"Porter, Katie",6.0,1.0,100,2019-12-19 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES773,Oversight and Reform,71,45.0,CA,,,,,,Katie Porter,Katie,Porter
116,138,15433.0,"Mfume, Kweisi",6.0,2.0,100,2020-06-08 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES995,Oversight and Reform,52,7.0,MD,"Elected in a special election 4/28/2020, (to rank immediately after Mr. Khanna)",,,,,Kweisi Mfume,Kweisi,Mfume
116,138,20738.0,"Jordan, Jim",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,7.0,2.0,1.0,1.0,HRES25,Oversight and Reform,24,4.0,OH,,,,,,Jim Jordan,Jim,Jordan
116,138,21103.0,"Gosar, Paul R.",2.0,3.0,200,2019-01-23 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES68,Oversight and Reform,61,4.0,AZ,,,,,,Paul R. Gosar,Paul,Gosar
116,138,20521.0,"Foxx, Virginia",2.0,4.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,5.0,1.0,1.0,HRES68,Oversight and Reform,47,5.0,NC,,,,,,Virginia Foxx,Virginia,Foxx
116,138,31102.0,"Massie, Thomas",2.0,5.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,2.0,HRES68,Oversight and Reform,51,4.0,KY,,,,,,Thomas Massie,Thomas,Massie
116,138,21348.0,"Meadows, Mark",2.0,6.0,200,2019-01-23 00:00:00,2020-03-30,0.0,4.0,2.0,0.0,0.0,HRES68,Oversight and Reform,47,11.0,NC,"Resigned March 30, 2020 to become White House Chief of Staff",,,,,Mark Meadows,Mark,Meadows
116,138,21514.0,"Hice, Jody",2.0,7.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Oversight and Reform,44,10.0,GA,,,,,,Jody Hice,Jody,Hice
116,138,21559.0,"Grothman, Glenn",2.0,8.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,2.0,HRES68,Oversight and Reform,25,6.0,WI,,,,,,Glenn Grothman,Glenn,Grothman
116,138,21565.0,"Comer, James",2.0,9.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Oversight and Reform,51,1.0,KY,"Per HRES1037 7/1/20 Mr. Comer, to rank before Mr. Jordan.",,,,,James Comer,James,Comer
116,138,21758.0,"Cloud, Michael",2.0,10.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Oversight and Reform,49,27.0,TX,,,,,,Michael Cloud,Michael,Cloud
116,138,21165.0,"Gibbs, Bob",2.0,11.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Oversight and Reform,24,7.0,OH,,,,,,Bob Gibbs,Bob,Gibbs
116,138,21724.0,"Higgins, Glen C. (Clay)",2.0,12.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Oversight and Reform,45,3.0,LA,,,,,,Glen C. Higgins (Clay),Glen,Higgins
116,138,21753.0,"Norman, Ralph",2.0,13.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Oversight and Reform,48,5.0,SC,,,,,,Ralph Norman,Ralph,Norman
116,138,21961.0,"Roy, Charles",2.0,14.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Oversight and Reform,49,21.0,TX,,,,,,Charles Roy,Charles,Roy
116,138,21946.0,"Miller, Carol",2.0,15.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Oversight and Reform,56,3.0,WV,,,,,,Carol Miller,Carol,Miller
116,138,21926.0,"Green, Mark",2.0,16.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Oversight and Reform,54,7.0,TN,,,,,,Mark Green,Mark,Green
116,138,21901.0,"Armstrong, Kelly",2.0,17.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Oversight and Reform,36,1.0,ND,,,,,,Kelly Armstrong,Kelly,Armstrong
116,138,21971.0,"Steube, William",2.0,18.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Oversight and Reform,43,17.0,FL,,,,,,William Steube,William,Steube
116,138,21985.0,"Keller, Frederick",2.0,19.0,200,2019-07-10 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES481,Oversight and Reform,14,12.0,PA,Elected special election to replace Marino,,,,,Frederick Keller,Frederick,Keller
116,138,21500.0,"Palmer, Gary James",7.0,1.0,200,2020-07-01 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES1037,Oversight and Reform,41,6.0,LA,to rank immediately before Mr. Cloud.,,,,,Gary James Palmer,Gary,Palmer
116,176,29729.0,"McGovern, Jim",1.0,1.0,100,2019-01-03 00:00:00,2021-01-03,11.0,10.0,2.0,1.0,1.0,HRES7,Rules,3,2.0,MA,,,,,,Jim McGovern,Jim,McGovern
116,176,29337.0,"Hastings, Alcee L.",1.0,2.0,100,2019-01-04 00:00:00,2021-01-03,0.0,10.0,2.0,1.0,1.0,HRES24,Rules,43,20.0,FL,,,,,,Alcee L. Hastings,Alcee,Hastings
116,176,21508.0,"Torres, Norma",1.0,3.0,100,2019-01-04 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES24,Rules,71,35.0,CA,,,,,,Norma Torres,Norma,Torres
116,176,20705.0,"Perlmutter, Ed",1.0,4.0,200,2019-01-08 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES26,Rules,62,7.0,CO,,,,,,Ed Perlmutter,Ed,Perlmutter
116,176,21741.0,"Raskin, Jamin B. (Jamie)",1.0,5.0,100,2019-01-04 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES24,Rules,52,8.0,MD,,,,,,Jamin B. Raskin (Jamie),Jamin,Raskin
116,176,21762.0,"Scanlon, Mary Gay",1.0,6.0,100,2019-01-04 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES24,Rules,14,7.0,PA,,,,,,Mary Gay Scanlon,Mary,Scanlon
116,176,21761.0,"Morelle, Joseph",1.0,7.0,100,2019-01-04 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES24,Rules,13,25.0,NY,,,,,,Joseph Morelle,Joseph,Morelle
116,176,21963.0,"Shalala, Donna",1.0,8.0,100,2019-01-04 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES24,Rules,43,27.0,FL,Defeated in the general election,,,,,Donna Shalala,Donna,Shalala
116,176,21504.0,"DeSaulnier, Mark",1.0,9.0,100,2019-02-13 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES125,Rules,71,11.0,CA,,,,,,Mark DeSaulnier,Mark,DeSaulnier
116,176,20538.0,"Matsui, Doris O.",6.0,1.0,100,2020-04-22 00:00:00,2021-01-03,0.0,1.0,4.0,,2.0,,Rules,71,6.0,CA,Temporary replacement for DeSaulnier while he recovers from Covid-19,,,,,Doris O. Matsui,Doris,Matsui
116,176,20344.0,"Cole, Tom",2.0,1.0,200,2019-01-03 00:00:00,2021-01-03,21.0,4.0,2.0,1.0,1.0,HRES8,Rules,53,4.0,OK,,,,,,Tom Cole,Tom,Cole
116,176,21122.0,"Woodall, Robert",2.0,2.0,200,2019-01-04 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,0.0,HRES25,Rules,44,7.0,GA,,,,,,Robert Woodall,Robert,Woodall
116,176,20355.0,"Burgess, Michael",2.0,3.0,200,2019-01-04 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES25,Rules,49,26.0,TX,,,,,,Michael Burgess,Michael,Burgess
116,176,21757.0,"Lesko, Debbie",2.0,4.0,200,2019-01-04 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES25,Rules,61,8.0,AZ,,,,,,Debbie Lesko,Debbie,Lesko
116,182,39305.0,"Johnson, Eddie Bernice",1.0,1.0,100,2019-01-04 00:00:00,2021-01-03,11.0,14.0,2.0,1.0,1.0,HRES24,"Science, Space, and Technology",49,30.0,TX,,,,,,Eddie Bernice Johnson,Eddie,Johnson
116,182,29504.0,"Lofgren, Zoe",1.0,2.0,100,2019-01-23 00:00:00,2021-01-03,0.0,5.0,4.0,1.0,1.0,HRES67,"Science, Space, and Technology",71,19.0,CA,,,,,,Zoe Lofgren,Zoe,Lofgren
116,182,20508.0,"Lipinski, Daniel",1.0,3.0,100,2019-01-23 00:00:00,2021-01-03,0.0,8.0,2.0,1.0,0.0,HRES67,"Science, Space, and Technology",21,3.0,IL,,,,,,Daniel Lipinski,Daniel,Lipinski
116,182,21198.0,"Bonamici, Suzanne",1.0,4.0,100,2019-01-23 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",72,1.0,OR,,,,,,Suzanne Bonamici,Suzanne,Bonamici
116,182,21304.0,"Bera, Ami",1.0,5.0,100,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",71,7.0,CA,,,,,,Ami Bera,Ami,Bera
116,182,21756.0,"Lamb, Conor",1.0,6.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",14,18.0,PA,"Per HRES712, to rank immediately after Ms. Wexton",,,,,Conor Lamb,Conor,Lamb
116,182,21919.0,"Fletcher, Elizabeth",1.0,7.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",49,7.0,TX,,,,,,Elizabeth Fletcher,Elizabeth,Fletcher
116,182,21972.0,"Stevens, Haley",1.0,8.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",23,11.0,MI,,,,,,Haley Stevens,Haley,Stevens
116,182,21933.0,"Horn, Kendra",1.0,9.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES67,"Science, Space, and Technology",53,5.0,OK,,,,,,Kendra Horn,Kendra,Horn
116,182,21964.0,"Sherrill, Mikie",1.0,10.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",12,11.0,NJ,,,,,,Mikie Sherrill,Mikie,Sherrill
116,182,29707.0,"Sherman, Brad",1.0,11.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,5.0,1.0,1.0,HRES67,"Science, Space, and Technology",71,30.0,CA,,,,,,Brad Sherman,Brad,Sherman
116,182,20748.0,"Cohen, Steve",1.0,12.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES73,"Science, Space, and Technology",54,9.0,TN,,,,,,Steve Cohen,Steve,Cohen
116,182,20702.0,"McNerney, Jerry",1.0,13.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",71,9.0,CA,,,,,,Jerry McNerney,Jerry,McNerney
116,182,20705.0,"Perlmutter, Ed",1.0,14.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",62,7.0,CO,,,,,,Ed Perlmutter,Ed,Perlmutter
116,182,20934.0,"Tonko, Paul",1.0,15.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",13,20.0,NY,,,,,,Paul Tonko,Paul,Tonko
116,182,20749.0,"Foster, Bill",1.0,16.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",21,11.0,IL,,,,,,Bill Foster,Bill,Foster
116,182,21554.0,"Beyer, Donald",1.0,17.0,100,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",40,8.0,VA,,,,,,Donald Beyer,Donald,Beyer
116,182,21712.0,"Crist, Charles J. (Charlie)",1.0,18.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",43,13.0,FL,,,,,,Charles J. Crist (Charlie),Charles,Crist
116,182,21906.0,"Casten, Sean",1.0,19.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,"Science, Space, and Technology",21,6.0,IL,,,,,,Sean Casten,Sean,Casten
116,182,21932.0,"Hill, Katie",1.0,20.0,100,2019-01-23 00:00:00,2019-11-03,0.0,1.0,2.0,8.0,0.0,HRES67,"Science, Space, and Technology",71,25.0,CA,Resigned because of allegations that she had relations with a staffer and because her husband released her nudes ,,,,,Katie Hill,Katie,Hill
116,182,21943.0,"Mcadams, Ben",1.0,21.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES67,"Science, Space, and Technology",67,4.0,UT,,,,,,Ben Mcadams,Ben,Mcadams
116,182,21983.0,"Wexton, Jennifer",1.0,22.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES67,"Science, Space, and Technology",40,10.0,VA,,,,,,Jennifer Wexton,Jennifer,Wexton
116,182,29393.0,"Lucas, Frank D.",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,11.0,2.0,1.0,1.0,HRES25,"Science, Space, and Technology",53,3.0,OK,,,,,,Frank D. Lucas,Frank,Lucas
116,182,21193.0,"Brooks, Mo",2.0,2.0,200,2019-01-23 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",41,5.0,AL,,,,,,Mo Brooks,Mo,Brooks
116,182,20909.0,"Posey, Bill",2.0,3.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",43,8.0,FL,,,,,,Bill Posey,Bill,Posey
116,182,21360.0,"Weber, Randy",2.0,4.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",49,14.0,TX,,,,,,Randy Weber,Randy,Weber
116,182,21551.0,"Babin, Brian",2.0,5.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",49,36.0,TX,,,,,,Brian Babin,Brian,Babin
116,182,21705.0,"Biggs, Andy",2.0,6.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES68,"Science, Space, and Technology",61,5.0,AZ,,,,,,Andy Biggs,Andy,Biggs
116,182,21734.0,"Marshall, Roger",2.0,7.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,0.0,HRES68,"Science, Space, and Technology",32,1.0,KS,Ran for senate,,,,,Roger Marshall,Roger,Marshall
116,182,21714.0,"Dunn, Neal",2.0,8.0,200,2019-01-23 00:00:00,2019-07-12,0.0,2.0,2.0,3.0,2.0,HRES68,"Science, Space, and Technology",43,2.0,FL,leaves committee,,,,,Neal Dunn,Neal,Dunn
116,182,21753.0,"Norman, Ralph",2.0,9.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES68,"Science, Space, and Technology",48,5.0,SC,,,,,,Ralph Norman,Ralph,Norman
116,182,21758.0,"Cloud, Michael",2.0,10.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES68,"Science, Space, and Technology",49,27.0,TX,,,,,,Michael Cloud,Michael,Cloud
116,182,21759.0,"Balderson, Troy",2.0,11.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES68,"Science, Space, and Technology",24,12.0,OH,,,,,,Troy Balderson,Troy,Balderson
116,182,20948.0,"Olson, Pete",2.0,12.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,4.0,3.0,0.0,HRES68,"Science, Space, and Technology",49,22.0,TX,Announced retirement at end of 116th congress 7/25/2019,,,,,Pete Olson,Pete,Olson
116,182,21924.0,"Gonzalez, Anthony",2.0,13.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",24,16.0,OH,,,,,,Anthony Gonzalez,Anthony,Gonzalez
116,182,21981.0,"Waltz, Michael",2.0,14.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",43,6.0,FL,,,,,,Michael Waltz,Michael,Waltz
116,182,21903.0,"Baird, James",2.0,15.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,"Science, Space, and Technology",22,4.0,IN,,,,,,James Baird,James,Baird
116,182,21187.0,"Herrera Beutler, Jaime",2.0,16.0,200,2019-03-28 00:00:00,2020-02-05,0.0,1.0,2.0,3.0,2.0,HRES264,"Science, Space, and Technology",73,3.0,WA,,,,,,Jaime Herrera Beutler,Jaime,Herrera Beutler
116,182,70807.0,"Gonzalez-Colon, Jenniffer",2.0,17.0,200,2019-03-28 00:00:00,2019-12-31,0.0,1.0,2.0,1.0,2.0,HRES264,"Science, Space, and Technology",92,80.0,PR,,,,,,Jenniffer Gonzalez-Colon,Jenniffer,Gonzalez-Colon
116,182,21742.0,"Rooney, Francis",2.0,18.0,200,2019-07-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES516,"Science, Space, and Technology",43,19.0,FL,"Retired, announced 10/19/19",,,,,Francis Rooney,Francis,Rooney
116,182,21987.0,"Murphy, Greg",7.0,1.0,200,2019-09-26 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES596,"Science, Space, and Technology",47,3.0,NC,Replaced Dunn,,,,,Greg Murphy,Greg,Murphy
116,182,21988.0,"Garcia, Mike",5.0,19.0,200,2020-07-01 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES1037,"Science, Space, and Technology",71,25.0,CA,"Special election held March 3, 2020, but no candidate won the majority, so there was a runoff May 12, 2020",,,,,Mike Garcia,Mike,Garcia
116,182,21989.0,"Tiffany, Thomas ",5.0,20.0,200,2020-07-01 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES1037,"Science, Space, and Technology",25,7.0,WI,"Elected in a special election May 12, 2020",,,,,Thomas Tiffany,Thomas,Tiffany
116,184,29378.0,"Velazquez, Nydia M.",1.0,1.0,100,2019-01-04 00:00:00,2021-01-03,11.0,14.0,2.0,1.0,1.0,HRES24,Small Business,13,7.0,NY,,,,,,Nydia M. Velazquez,Nydia,Velazquez
116,184,21918.0,"Finkenauer, Abby",1.0,2.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES73,Small Business,31,1.0,IA,,,,,,Abby Finkenauer,Abby,Finkenauer
116,184,21923.0,"Golden, Jared",1.0,3.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Small Business,2,2.0,ME,,,,,,Jared Golden,Jared,Golden
116,184,21937.0,"Kim, Andy",1.0,4.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Small Business,12,3.0,NJ,,,,,,Andy Kim,Andy,Kim
116,184,21912.0,"Crow, Jason",1.0,5.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES73,Small Business,62,6.0,CO,,,,,,Jason Crow,Jason,Crow
116,184,21914.0,"Davids, Sharice",1.0,6.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Small Business,32,3.0,KS,,,,,,Sharice Davids,Sharice,Davids
116,184,20955.0,"Chu, Judy",1.0,7.0,100,2019-01-24 00:00:00,2021-01-03,0.0,6.0,2.0,1.0,1.0,HRES73,Small Business,71,27.0,CA,,,,,,Judy Chu,Judy,Chu
116,184,21365.0,"Veasey, Marc",1.0,8.0,100,2019-01-24 00:00:00,2020-06-15,0.0,1.0,2.0,1.0,2.0,HRES73,Small Business,49,33.0,TX,Vacates seat to be filled by Mfume,,,,,Marc Veasey,Marc,Veasey
116,184,21566.0,"Evans, Dwight E.",1.0,9.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES73,Small Business,14,2.0,PA,,,,,,Dwight E. Evans,Dwight,Evans
116,184,21326.0,"Schneider, Brad",1.0,10.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,4.0,1.0,2.0,HRES73,Small Business,21,10.0,IL,,,,,,Brad Schneider,Brad,Schneider
116,184,21715.0,"Espaillat Cabral, Adriano",1.0,11.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES73,Small Business,13,13.0,NY,,,,,,Adriano Espaillat Cabral,Adriano,Espaillat Cabral
116,184,21916.0,"Delgado, Antonio",1.0,12.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Small Business,13,19.0,NY,,,,,,Antonio Delgado,Antonio,Delgado
116,184,21934.0,"Houlahan, Christina",1.0,13.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Small Business,14,6.0,PA,,,,,,Christina Houlahan,Christina,Houlahan
116,184,21910.0,"Craig, Angela",1.0,14.0,100,2019-02-26 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES148,Small Business,33,2.0,MN,,,,,,Angela Craig,Angela,Craig
116,184,15433.0,"Mfume, Kweisi",6.0,1.0,100,2020-05-08 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,1.0,HRES954,Small Business,52,7.0,MD,Elected in a special election 4/28/2020 (to rank immediately after Ms. Davids of Kansas); replaces Mark Veasy,,,,,Kweisi Mfume,Kweisi,Mfume
116,184,29550.0,"Chabot, Steven J.",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,5.0,2.0,1.0,2.0,HRES25,Small Business,24,1.0,OH,,,,,,Steven J. Chabot,Steven,Chabot
116,184,70901.0,"Radewagen, Amata",2.0,2.0,200,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,2.0,HRES74,Small Business,94,1.0,AS,,,,,,Amata Radewagen,Amata,Radewagen
116,184,21561.0,"Kelly, Trent",2.0,3.0,200,2019-01-24 00:00:00,2019-10-12,0.0,3.0,2.0,3.0,2.0,HRES74,Small Business,46,1.0,MS,,,,,,Trent Kelly,Trent,Kelly
116,184,21759.0,"Balderson, Troy",2.0,4.0,200,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES74,Small Business,12,24.0,OH,,,,,,Troy Balderson,Troy,Balderson
116,184,21760.0,"Hern, Kevin",2.0,5.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES74,Small Business,53,1.0,OK,,,,,,Kevin Hern,Kevin,Hern
116,184,21929.0,"Hagedorn, Jim",2.0,6.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES74,Small Business,33,1.0,MN,,,,,,Jim Hagedorn,Jim,Hagedorn
116,184,21969.0,"Stauber, Peter",2.0,7.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES74,Small Business,33,8.0,MN,,,,,,Peter Stauber,Peter,Stauber
116,184,21905.0,"Burchett, Timothy",2.0,8.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES74,Small Business,54,2.0,TN,,,,,,Timothy Burchett,Timothy,Burchett
116,184,21967.0,"Spano, Ross",2.0,9.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES74,Small Business,43,15.0,FL,defeated for re-election in primary,,,,,Ross Spano,Ross,Spano
116,184,21936.0,"Joyce, John",2.0,10.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES74,Small Business,14,13.0,PA,,,,,,John Joyce,John,Joyce
116,184,21986.0,"Bishop, Dan",7.0,1.0,200,2019-09-26 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES596,Small Business,47,9.0,NC,won special election on 09/10/2019,,,,,Dan Bishop,Dan,Bishop
116,173,15410.0,"DeFazio, Peter A.",1.0,1.0,100,2019-01-04 00:00:00,2021-01-03,11.0,17.0,2.0,1.0,1.0,HRES24,Transportation and Infrastructure,72,4.0,OR,,,,,,Peter A. DeFazio,Peter,DeFazio
116,173,70303.0,"Norton, Eleanor Holmes",1.0,2.0,100,2019-01-17 00:00:00,2021-01-03,0.0,15.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,55,79.0,DC,,,,,,Eleanor Holmes Norton,Eleanor,Norton
116,173,39305.0,"Johnson, Eddie Bernice",1.0,3.0,100,2019-01-17 00:00:00,2021-01-03,0.0,14.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,49,30.0,TX,,,,,,Eddie Bernice Johnson,Eddie,Johnson
116,173,29587.0,"Cummings, Elijah E.",1.0,4.0,100,2019-01-17 00:00:00,2019-10-17,0.0,13.0,2.0,5.0,0.0,HRES57,Transportation and Infrastructure,52,7.0,MD,Died,,,,,Elijah E. Cummings,Elijah,Cummings
116,173,20145.0,"Larsen, Rick",1.0,5.0,100,2019-01-17 00:00:00,2021-01-03,0.0,10.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,73,2.0,WA,,,,,,Rick Larsen,Rick,Larsen
116,173,29903.0,"Napolitano, Grace F.",1.0,6.0,100,2019-01-17 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,71,32.0,CA,,,,,,Grace F. Napolitano,Grace,Napolitano
116,173,20508.0,"Lipinski, Daniel",1.0,7.0,100,2019-01-17 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,0.0,HRES57,Transportation and Infrastructure,21,3.0,IL,,,,,,Daniel Lipinski,Daniel,Lipinski
