Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,parsed_name,first_name,last_name
116,251,21911.0,"Crenshaw, Daniel",2.0,12.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Homeland Security,49,2.0,TX,,,,,,Daniel Crenshaw,Daniel,Crenshaw
116,251,21927.0,"Guest, Michael",2.0,13.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Homeland Security,46,3.0,MS,,,,,,Michael Guest,Michael,Guest
116,251,21986.0,"Bishop, Dan",7.0,1.0,200,2019-09-26 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES596,Homeland Security,47,9.0,NC,won special election on 09/10/2019,,,,,Dan Bishop,Dan,Bishop
116,251,91980.0,"Van Drew, Jefferson",7.0,2.0,200,2020-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES801,Homeland Security,12,2.0,NJ,"Changed party to Republican 1/7/2020, newly assigned to this committee",,,,,Jefferson Van Drew,Jefferson,Van Drew
116,251,21988.0,"Garcia, Mike",5.0,15.0,100,2020-07-30 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES1072,Homeland Security,71,25.0,CA,"Special election held March 3, 2020, but no candidate won the majority, so there was a runoff May 12, 2020",,,,,Mike Garcia,Mike,Garcia
116,156,29377.0,"Nadler, Jerrold",1.0,1.0,100,2019-01-04 00:00:00,2021-01-03,12.0,14.0,2.0,1.0,1.0,HRES24,Judiciary,13,10.0,NY,,,,,,Jerrold Nadler,Jerrold,Nadler
116,156,21762.0,"Scanlon, Mary Gay",1.0,2.0,100,2019-01-16 00:00:00,2021-01-03,13.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,14,5.0,PA,,,,,,Mary Gay Scanlon,Mary,Scanlon
116,156,29504.0,"Lofgren, Zoe",1.0,3.0,100,2019-01-16 00:00:00,2021-01-03,0.0,13.0,2.0,1.0,1.0,HRES46,Judiciary,71,19.0,CA,,,,,,Zoe Lofgren,Zoe,Lofgren
116,156,29573.0,"Jackson Lee, Sheila",1.0,4.0,100,2019-01-16 00:00:00,2021-01-03,0.0,13.0,2.0,1.0,1.0,HRES46,Judiciary,49,18.0,TX,,,,,,Sheila Jackson Lee,Sheila,Jackson Lee
116,156,20748.0,"Cohen, Steve",1.0,5.0,100,2019-01-16 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES46,Judiciary,54,9.0,TN,,,,,,Steve Cohen,Steve,Cohen
116,156,20712.0,"Johnson, Henry C. ""Hank"", Jr.",1.0,6.0,100,2019-01-16 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES46,Judiciary,44,4.0,GA,,,,,,Henry C. Johnson Jr. (Hank),Henry,Johnson
116,156,20959.0,"Deutch, Theodore E.",1.0,7.0,100,2019-01-16 00:00:00,2021-01-03,0.0,6.0,2.0,1.0,1.0,HRES46,Judiciary,43,21.0,FL,,,,,,Theodore E. Deutch,Theodore,Deutch
116,156,21110.0,"Bass, Karen",1.0,8.0,100,2019-01-16 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES46,Judiciary,71,37.0,CA,,,,,,Karen Bass,Karen,Bass
116,156,21137.0,"Richmond, Cedric",1.0,9.0,100,2019-01-16 00:00:00,2020-09-22,0.0,4.0,2.0,2.0,0.0,HRES46,Judiciary,45,2.0,LA,"Transferred to Ways and Means Committee, On November 17, 2020, he announced that he will join the Biden administration, Resignation offical January 15",,,,,Cedric Richmond,Cedric,Richmond
116,156,21343.0,"Jeffries, Hakeem",1.0,10.0,100,2019-01-16 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES46,Judiciary,13,8.0,NY,,,,,,Hakeem Jeffries,Hakeem,Jeffries
116,156,21172.0,"Cicilline, David",1.0,11.0,100,2019-01-16 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES46,Judiciary,5,1.0,RI,,,,,,David Cicilline,David,Cicilline
116,156,21306.0,"Swalwell, Eric",1.0,12.0,100,2019-01-16 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES46,Judiciary,71,15.0,CA,,,,,,Eric Swalwell,Eric,Swalwell
116,156,21507.0,"Lieu, Ted",1.0,13.0,100,2019-01-16 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES46,Judiciary,71,33.0,CA,,,,,,Ted Lieu,Ted,Lieu
116,156,21741.0,"Raskin, Jamin B. (Jamie)",1.0,14.0,100,2019-01-16 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES46,Judiciary,52,8.0,MD,,,,,,Jamin B. Raskin (Jamie),Jamin,Raskin
116,156,21726.0,"Jayapal, Pramila",1.0,15.0,100,2019-01-16 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES46,Judiciary,73,7.0,WA,,,,,,Pramila Jayapal,Pramila,Jayapal
116,156,21713.0,"Demings, Valdez V. (Val)",1.0,16.0,100,2019-01-16 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES46,Judiciary,43,10.0,FL,,,,,,Valdez V. Demings (Val),Valdez,Demings
116,156,21711.0,"Correa, Jose Luis (Lou)",1.0,17.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,71,46.0,CA,,,,,,Jose Luis Correa (Lou),Jose,Correa
116,156,21922.0,"Garcia, Sylvia",1.0,18.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,49,29.0,TX,,,,,,Sylvia Garcia,Sylvia,Garcia
116,156,21948.0,"Neguse, Joseph",1.0,19.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,62,2.0,CO,,,,,,Joseph Neguse,Joseph,Neguse
116,156,21944.0,"Mcbath, Lucy",1.0,20.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,44,6.0,GA,,,,,,Lucy Mcbath,Lucy,Mcbath
116,156,21968.0,"Stanton, Greg",1.0,21.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,61,9.0,AZ,,,,,,Greg Stanton,Greg,Stanton
116,156,21915.0,"Dean, Madeleine",1.0,22.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,14,4.0,PA,,,,,,Madeleine Dean,Madeleine,Dean
116,156,21947.0,"Mucarsel-Powell, Debbie",1.0,23.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES46,Judiciary,43,26.0,FL,,,,,,Debbie Mucarsel-Powell,Debbie,Mucarsel-Powell
116,156,21917.0,"Escobar, Veronica",1.0,24.0,100,2019-01-16 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES46,Judiciary,49,16.0,TX,,,,,,Veronica Escobar,Veronica,Escobar
116,156,21323.0,"Collins, Doug",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,4.0,2.0,1.0,0.0,HRES25,Judiciary,44,9.0,GA,,,,,,Doug Collins,Doug,Collins
116,156,14657.0,"Sensenbrenner, F. James, Jr.",2.0,2.0,200,2019-01-23 00:00:00,2021-01-03,0.0,21.0,2.0,1.0,0.0,HRES68,Judiciary,25,5.0,WI,Announced retirement at end of 116th congress 9/4/2019,,,,,F. James Sensenbrenner Jr.,F.,Sensenbrenner
116,156,29550.0,"Chabot, Steven J.",2.0,3.0,200,2019-01-23 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES68,Judiciary,24,1.0,OH,,,,,,Steven J. Chabot,Steven,Chabot
116,156,20527.0,"Gohmert, Louie",2.0,4.0,200,2019-01-23 00:00:00,2021-01-03,0.0,8.0,2.0,1.0,1.0,HRES68,Judiciary,49,1.0,TX,,,,,,Louie Gohmert,Louie,Gohmert
116,156,20738.0,"Jordan, Jim",2.0,5.0,200,2019-01-23 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES68,Judiciary,24,4.0,OH,"Per HRES903 3/14/2020 Mr. Jordan, to rank before Mr. Collins of Georgia",,,,,Jim Jordan,Jim,Jordan
116,156,21510.0,"Buck, Ken",2.0,6.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Judiciary,62,4.0,CO,,,,,,Ken Buck,Ken,Buck
116,156,21549.0,"Ratcliffe, John",2.0,7.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,6.0,0.0,HRES68,Judiciary,49,4.0,TX,"Resigned May 22, 2020 to become the Director of National Intelligence",,,,,John Ratcliffe,John,Ratcliffe
116,156,21192.0,"Roby, Martha",2.0,8.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,0.0,HRES68,Judiciary,41,2.0,AL,Retired,,,,,Martha Roby,Martha,Roby
116,156,21719.0,"Gaetz, Matthew (Matt)",2.0,9.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Judiciary,43,1.0,FL,,,,,,Matthew Gaetz (Matt),Matthew,Gaetz
116,156,21727.0,"Johnson, James M. (Mike)",2.0,10.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Judiciary,45,4.0,LA,,,,,,James M. Johnson (Mike),James,Johnson
116,156,21705.0,"Biggs, Andy",2.0,11.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Judiciary,61,5.0,AZ,,,,,,Andy Biggs,Andy,Biggs
116,156,20903.0,"Mcclintock, Tom",2.0,12.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Judiciary,71,4.0,CA,,,,,,Tom Mcclintock,Tom,Mcclintock
116,156,21757.0,"Lesko, Debbie",2.0,13.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Judiciary,61,8.0,AZ,,,,,,Debbie Lesko,Debbie,Lesko
116,156,21956.0,"Reschenthaler, Guy",2.0,14.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Judiciary,14,14.0,PA,,,,,,Guy Reschenthaler,Guy,Reschenthaler
116,156,21908.0,"Cline, Benjamin",2.0,15.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Judiciary,41,6.0,VA,,,,,,Benjamin Cline,Benjamin,Cline
116,156,21901.0,"Armstrong, Kelly",2.0,16.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Judiciary,36,1.0,ND,,,,,,Kelly Armstrong,Kelly,Armstrong
116,156,21971.0,"Steube, William",2.0,17.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Judiciary,34,17.0,FL,,,,,,William Steube,William,Steube
116,156,21989.0,"Tiffany, Thomas ",5.0,18.0,200,2020-07-01 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES1037,Judiciary,25,7.0,WI,"Elected in a special election May 12, 2020",,,,,Thomas Tiffany,Thomas,Tiffany
116,164,20305.0,"Grijalva, Raul M",1.0,1.0,100,2019-01-04 00:00:00,2021-01-03,11.0,9.0,2.0,1.0,1.0,HRES24,Natural Resources,61,3.0,AZ,,,,,,Raul M Grijalva,Raul,Grijalva
116,164,29903.0,"Napolitano, Grace F.",1.0,2.0,100,2019-01-24 00:00:00,2021-01-03,0.0,11.0,2.0,1.0,1.0,HRES73,Natural Resources,71,32.0,CA,,,,,,Grace F. Napolitano,Grace,Napolitano
116,164,20501.0,"Costa, Jim",1.0,3.0,100,2019-01-24 00:00:00,2021-01-03,0.0,8.0,2.0,1.0,1.0,HRES73,Natural Resources,71,16.0,CA,,,,,,Jim Costa,Jim,Costa
116,164,70810.0,"Sablan, Gregorio",1.0,4.0,100,2019-01-24 00:00:00,2021-01-03,0.0,6.0,2.0,1.0,1.0,HRES73,Natural Resources,95,1.0,MP,,,,,,Gregorio Sablan,Gregorio,Sablan
116,164,21303.0,"Huffman, Jared",1.0,5.0,100,2019-01-24 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES73,Natural Resources,71,2.0,CA,,,,,,Jared Huffman,Jared,Huffman
116,164,21313.0,"Lowenthal, Alan",1.0,6.0,100,2019-01-24 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES73,Natural Resources,71,47.0,CA,,,,,,Alan Lowenthal,Alan,Lowenthal
116,164,21502.0,"Gallego, Ruben",1.0,7.0,100,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES73,Natural Resources,61,7.0,AZ,,,,,,Ruben Gallego,Ruben,Gallego
116,164,21909.0,"Cox, TJ",1.0,8.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES73,Natural Resources,71,21.0,CA,,,,,,TJ Cox,TJ,Cox
116,164,21948.0,"Neguse, Joseph",1.0,9.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Natural Resources,62,2.0,CO,,,,,,Joseph Neguse,Joseph,Neguse
116,164,21939.0,"Levin, Mike",1.0,10.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Natural Resources,71,49.0,CA,,,,,,Mike Levin,Mike,Levin
116,164,21928.0,"Haaland, Debra",1.0,11.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES73,Natural Resources,66,1.0,NM,"Biden announced on December 17th, 2020 that Haaland would be secretary of the interior",,,,,Debra Haaland,Debra,Haaland
116,164,21980.0,"Van Drew, Jefferson",1.0,12.0,100,2019-01-24 00:00:00,2020-01-07,0.0,1.0,2.0,2.0,2.0,HRES73,Natural Resources,12,2.0,NJ,"Changed party to Republican 1/7/2020, left this committtee",,,,,Jefferson Van Drew,Jefferson,Van Drew
116,164,21913.0,"Cunningham, Joe",1.0,13.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES73,Natural Resources,48,1.0,SC,,,,,,Joe Cunningham,Joe,Cunningham
116,164,29378.0,"Velazquez, Nydia M.",1.0,14.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES73,Natural Resources,13,7.0,NY,,,,,,Nydia M. Velazquez,Nydia,Velazquez
116,164,29710.0,"Degette, Diana",1.0,15.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,1.0,HRES73,Natural Resources,62,1.0,CO,,,,,,Diana Degette,Diana,Degette
116,164,20147.0,"Clay, William L., Jr.",1.0,16.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,0.0,HRES73,Natural Resources,34,1.0,MO,,,,,,William L. Clay Jr.,William,Clay
116,164,21529.0,"Dingell, Debbie",1.0,17.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,1.0,HRES73,Natural Resources,23,12.0,MI,,,,,,Debbie Dingell,Debbie,Dingell
116,164,21707.0,"Brown, Anthony G.",1.0,18.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES73,Natural Resources,52,4.0,MD,,,,,,Anthony G. Brown,Anthony,Brown
116,164,21736.0,"McEachin, Aston D. (Donald)",1.0,19.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES73,Natural Resources,40,4.0,VA,,,,,,Aston D. McEachin (Donald),Aston,McEachin
116,164,21746.0,"Soto, Darren",1.0,20.0,100,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES73,Natural Resources,43,9.0,FL,,,,,,Darren Soto,Darren,Soto
116,164,20322.0,"Case, Ed",1.0,21.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Natural Resources,82,1.0,HI,,,,,,Ed Case,Ed,Case
116,164,21339.0,"Horsford, Steven",1.0,22.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES73,Natural Resources,65,4.0,NV,,,,,,Steven Horsford,Steven,Horsford
116,164,70703.0,"San Nicolas, Michael F. Q. ",1.0,23.0,100,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES73,Natural Resources,91,79.0,GU,,,,,,Michael F. Q. San Nicolas,Michael,San Nicolas
116,164,21358.0,"Cartwright, Matthew",1.0,24.0,100,2019-02-13 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,2.0,HRES125,Natural Resources,14,8.0,PA,,,,,,Matthew Cartwright,Matthew,Cartwright
116,164,20934.0,"Tonko, Paul",1.0,25.0,100,2019-02-26 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,1.0,HRES148,Natural Resources,13,20.0,NY,,,,,,Paul Tonko,Paul,Tonko
116,164,21921.0,"Garcia, Jesus",6.0,1.0,100,2020-01-14 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES793,Natural Resources,21,4.0,IL,,,,,,Jesus Garcia,Jesus,Garcia
116,164,21703.0,"Barragán, Nanette D.",4.0,26.0,100,2020-09-22 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES1135,Natural Resources,71,44.0,CA,,,,,,Nanette D. Barragán,Nanette,Barragán
116,164,20357.0,"Bishop, Rob",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,7.0,2.0,1.0,0.0,HRES25,Natural Resources,67,1.0,UT,,,,,,Rob Bishop,Rob,Bishop
116,164,14066.0,"Young, Donald E.",2.0,2.0,200,2019-01-24 00:00:00,2021-01-03,0.0,24.0,2.0,1.0,1.0,HRES74,Natural Resources,81,1.0,AK,,,,,,Donald E. Young,Donald,Young
116,164,20527.0,"Gohmert, Louie",2.0,3.0,200,2019-01-24 00:00:00,2021-01-03,0.0,8.0,2.0,1.0,1.0,HRES74,Natural Resources,49,1.0,TX,,,,,,Louie Gohmert,Louie,Gohmert
116,164,20704.0,"Lamborn, Doug",2.0,4.0,200,2019-01-24 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES74,Natural Resources,62,5.0,CO,,,,,,Doug Lamborn,Doug,Lamborn
116,164,20756.0,"Wittman, Robert J.",2.0,5.0,200,2019-01-24 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES74,Natural Resources,40,1.0,VA,,,,,,Robert J. Wittman,Robert,Wittman
116,164,20903.0,"McClintock, Tom",2.0,6.0,200,2019-01-24 00:00:00,2021-01-03,0.0,6.0,2.0,1.0,1.0,HRES74,Natural Resources,71,4.0,CA,,,,,,Tom McClintock,Tom,McClintock
116,164,21103.0,"Gosar, Paul R.",2.0,7.0,200,2019-01-24 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES74,Natural Resources,61,4.0,AZ,,,,,,Paul R. Gosar,Paul,Gosar
116,164,21305.0,"Cook, Paul",2.0,8.0,200,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,0.0,HRES74,Natural Resources,71,8.0,CA,,,,,,Paul Cook,Paul,Cook
116,164,21563.0,"Westerman, Bruce",2.0,9.0,200,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES74,Natural Resources,42,4.0,AR,,,,,,Bruce Westerman,Bruce,Westerman
116,164,21523.0,"Graves, Garret",2.0,10.0,200,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES74,Natural Resources,45,6.0,LA,,,,,,Garret Graves,Garret,Graves
116,164,21514.0,"Hice, Jody",2.0,11.0,200,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES74,Natural Resources,44,10.0,GA,,,,,,Jody Hice,Jody,Hice
116,164,70901.0,"Radewagen, Amata",2.0,12.0,200,2019-01-24 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES74,Natural Resources,94,1.0,AS,,,,,,Amata Radewagen,Amata,Radewagen
116,164,21116.0,"Webster, Daniel",2.0,13.0,200,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES74,Natural Resources,43,11.0,FL,,,,,,Daniel Webster,Daniel,Webster
116,164,21710.0,"Cheney, Elizabeth L. (Liz)",2.0,14.0,200,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES74,Natural Resources,68,1.0,WY,,,,,,Elizabeth L. Cheney (Liz),Elizabeth,Cheney
116,164,21727.0,"Johnson, James M. (Mike)",2.0,15.0,200,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES74,Natural Resources,45,4.0,LA,,,,,,James M. Johnson (Mike),James,Johnson
116,164,70807.0,"Gonzalez-Colon, Jenniffer",2.0,16.0,200,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES74,Natural Resources,92,80.0,PR,,,,,,Jenniffer Gonzalez-Colon,Jenniffer,Gonzalez-Colon
116,164,21755.0,"Curtis, John R.",2.0,17.0,200,2019-01-24 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES74,Natural Resources,67,3.0,UT,,,,,,John R. Curtis,John,Curtis
116,164,21760.0,"Hern, Kevin",2.0,18.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES74,Natural Resources,53,1.0,OK,,,,,,Kevin Hern,Kevin,Hern
116,164,21920.0,"Fulcher, Russell",2.0,19.0,200,2019-01-24 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES74,Natural Resources,63,1.0,ID,,,,,,Russell Fulcher,Russell,Fulcher
116,164,21969.0,"Stauber, Peter",2.0,20.0,200,2020-07-30 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES1072,Natural Resources,33,8.0,MN,,,,,,Peter Stauber,Peter,Stauber
116,138,29587.0,"Cummings, Elijah E.",1.0,1.0,100,2019-01-04 00:00:00,2019-10-17,11.0,13.0,2.0,5.0,0.0,HRES24,Oversight and Reform,52,7.0,MD,died 10/17/19,,,,,Elijah E. Cummings,Elijah,Cummings
116,138,29379.0,"Maloney, Carolyn B.",1.0,1.0,100,2019-01-23 00:00:00,2021-01-03,11.0,14.0,2.0,1.0,1.0,HRES67,Oversight and Reform,13,12.0,NY,Elected as chair per H. Res. 725 on 11/21/2019,,,,,Carolyn B. Maloney,Carolyn,Maloney
116,138,70303.0,"Norton, Eleanor Holmes",1.0,2.0,100,2019-01-23 00:00:00,2021-01-03,0.0,8.0,5.0,1.0,1.0,HRES67,Oversight and Reform,55,79.0,DC,,,,,,Eleanor Holmes Norton,Eleanor,Norton
116,138,20147.0,"Clay, William L., Jr.",1.0,3.0,100,2019-01-23 00:00:00,2021-01-03,0.0,10.0,2.0,1.0,0.0,HRES67,Oversight and Reform,34,1.0,MO,,,,,,William L. Clay Jr.,William,Clay
116,138,20119.0,"Lynch, Stephen F.",1.0,4.0,100,2019-01-23 00:00:00,2021-01-03,0.0,10.0,2.0,1.0,1.0,HRES67,Oversight and Reform,3,8.0,MA,,,,,,Stephen F. Lynch,Stephen,Lynch
116,138,15019.0,"Cooper, Jim",1.0,5.0,100,2019-01-23 00:00:00,2021-01-03,0.0,7.0,4.0,1.0,1.0,HRES67,Oversight and Reform,54,5.0,TN,,,,,,Jim Cooper,Jim,Cooper
116,138,20952.0,"Connolly, Gerald E.",1.0,6.0,100,2019-01-23 00:00:00,2021-01-03,0.0,6.0,2.0,1.0,1.0,HRES67,Oversight and Reform,40,11.0,VA,,,,,,Gerald E. Connolly,Gerald,Connolly
116,138,21730.0,"Krishnamoorthi, Raja",1.0,7.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,Oversight and Reform,21,8.0,IL,,,,,,Raja Krishnamoorthi,Raja,Krishnamoorthi
116,138,21741.0,"Raskin, Jamin B. (Jamie)",1.0,8.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,Oversight and Reform,52,8.0,MD,,,,,,Jamin B. Raskin (Jamie),Jamin,Raskin
116,138,21960.0,"Rouda, Harley",1.0,9.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES67,Oversight and Reform,71,48.0,CA,,,,,,Harley Rouda,Harley,Rouda
116,138,21932.0,"Hill, Katie",1.0,10.0,100,2019-01-23 00:00:00,2019-11-03,0.0,1.0,2.0,8.0,0.0,HRES67,Oversight and Reform,71,25.0,CA,Resigned because of allegations that she had relations with a staffer and because her husband released her nudes ,,,,,Katie Hill,Katie,Hill
116,138,20504.0,"Wasserman Schultz, Debbie",1.0,11.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,Oversight and Reform,43,23.0,FL,,,,,,Debbie Wasserman Schultz,Debbie,Wasserman Schultz
116,138,20724.0,"Sarbanes, John P.",1.0,12.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,Oversight and Reform,52,3.0,MD,,,,,,John P. Sarbanes,John,Sarbanes
116,138,20750.0,"Welch, Peter",1.0,13.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,Oversight and Reform,6,1.0,VT,,,,,,Peter Welch,Peter,Welch
116,138,20762.0,"Speier, Karen Lorraine Jacqueline (Jackie)",1.0,14.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,1.0,HRES67,Oversight and Reform,71,14.0,CA,,,,,,Karen Lorraine Jacqueline Speier (Jackie),Karen,Speier
116,138,21371.0,"Kelly, Robin",1.0,15.0,100,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES67,Oversight and Reform,21,2.0,IL,,,,,,Robin Kelly,Robin,Kelly
116,138,21504.0,"DeSaulnier, Mark",1.0,16.0,100,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES67,Oversight and Reform,23,14.0,MI,,,,,,Mark DeSaulnier,Mark,DeSaulnier
116,138,21530.0,"Lawrence, Brenda",1.0,17.0,100,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES67,Oversight and Reform,71,11.0,CA,,,,,,Brenda Lawrence,Brenda,Lawrence
116,138,70502.0,"Plaskett, Stacey",1.0,18.0,100,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,2.0,HRES67,Oversight and Reform,93,1.0,VI,,,,,,Stacey Plaskett,Stacey,Plaskett
116,138,21728.0,"Khanna, Rohit (Ro)",1.0,19.0,100,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES67,Oversight and Reform,71,17.0,CA,Per HRES870 Mr. Khanna (to rank immediately after Mr. Rouda) 2/27/2020,,,,,Rohit Khanna (Ro),Rohit,Khanna
